@relation pvt_387_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,20946,0,0
2,Protoss Probe,0,13055,0,0
3,Protoss Probe,0,20946,0,0
4,Protoss Probe,0,20946,0,0
5,Protoss Nexus,0,20946,0,0
27,Protoss Assimilator,2490,20946,3160,2490
37,Protoss Assimilator,13274,20946,13944,13274
62,Protoss Assimilator,16746,20946,17416,16746
154,Protoss Probe,12,20946,313,313
157,Protoss Probe,412,15869,713,713
159,Protoss Probe,714,20946,1015,1015
161,Protoss Probe,1016,20946,1317,1317
162,Protoss Pylon,1194,20946,1715,1194
164,Protoss Probe,1332,20946,1633,1633
167,Protoss Probe,1715,20946,2016,2016
168,Protoss Gateway,1916,20946,2887,1916
170,Protoss Probe,2068,16154,2369,2369
173,Protoss Probe,2370,20946,2671,2671
175,Protoss Probe,2724,16122,3025,3025
177,Protoss Probe,3028,20946,3329,3329
178,Protoss Cybernetics Core,3127,20946,4098,3127
181,Protoss Probe,3376,16243,3677,3677
183,Protoss Pylon,3492,20946,4013,3492
185,Protoss Probe,3678,16273,3979,3979
187,Protoss Probe,3980,20946,4281,4281
189,Protoss Dragoon,4108,7609,4859,4859
190,Protoss Probe,4282,20946,4583,4583
192,Protoss Probe,4584,16305,4885,4885
194,Protoss Dragoon,4860,17983,5611,5611
195,Protoss Probe,4886,20946,5187,5187
197,Protoss Pylon,4985,20946,5506,4985
199,Protoss Probe,5188,20946,5489,5489
201,Protoss Gateway,5277,20946,6248,5277
203,Protoss Probe,5506,20946,5807,5807
205,Protoss Dragoon,5612,11035,6363,6363
208,Protoss Probe,5808,20946,6109,6109
209,Protoss Robotics Facility,5961,20946,7232,5961
211,Protoss Probe,6110,20946,6411,6411
213,Protoss Pylon,6249,20946,6770,6249
214,Protoss Dragoon,6424,12165,7175,7175
216,Protoss Probe,6526,15730,6827,6827
218,Protoss Dragoon,6786,17298,7537,7537
220,Protoss Probe,6828,20946,7129,7129
221,Protoss Pylon,6973,20946,7494,6973
223,Protoss Probe,7130,20946,7431,7431
224,Protoss Zealot,7310,9684,7911,7911
225,Protoss Shuttle,7378,20946,8279,8279
228,Protoss Probe,7524,20946,7825,7825
229,Protoss Zealot,7538,9759,8139,8139
230,Protoss Observatory,7702,20946,8223,7702
231,Protoss Probe,7826,20946,8127,8127
232,Protoss Zealot,7922,9968,8523,8523
237,Protoss Pylon,8062,20946,8583,8062
239,Protoss Probe,8128,15629,8429,8429
240,Protoss Zealot,8140,10087,8741,8741
242,Protoss Observer,8368,13687,8969,8969
244,Protoss Probe,8583,15991,8884,8884
247,Protoss Probe,8885,20946,9186,9186
248,Protoss Nexus,8892,20946,10763,8892
252,Protoss Observer,9146,17896,9747,9747
254,Protoss Probe,9187,15703,9488,9488
258,Protoss Nexus,9446,20946,11317,9446
265,Protoss Dragoon,9948,18063,10699,10699
266,Protoss Dragoon,9952,12088,10703,10703
268,Protoss Probe,10196,20946,10497,10497
270,Protoss Gateway,10272,20946,11243,10272
278,Protoss Dragoon,10844,19751,11595,11595
279,Protoss Dragoon,10846,18967,11597,11597
281,Protoss Probe,10910,20946,11211,11211
282,Protoss Gateway,10912,20946,11883,10912
283,Protoss Probe,10914,20946,11215,11215
287,Protoss Probe,11216,20946,11517,11517
288,Protoss Gateway,11258,20946,12229,11258
289,Protoss Pylon,11328,20946,11849,11328
291,Protoss Probe,11340,20946,11641,11641
294,Protoss Dragoon,11508,19116,12259,12259
295,Protoss Probe,11540,20946,11841,11841
296,Protoss Probe,11586,15988,11887,11887
299,Protoss Dragoon,11788,19115,12539,12539
300,Protoss Dragoon,11792,17983,12543,12543
306,Protoss Dragoon,12230,17831,12981,12981
307,Protoss Probe,12244,20946,12545,12545
308,Protoss Probe,12246,16046,12547,12547
309,Protoss Dragoon,12260,18024,13011,13011
312,Protoss Dragoon,12540,20392,13291,13291
315,Protoss Dragoon,12720,20946,13471,13471
316,Protoss Dragoon,12734,17844,13485,13485
317,Protoss Observer,12756,20946,13357,13357
318,Protoss Probe,12770,16080,13071,13071
319,Protoss Probe,12774,20946,13075,13075
320,Protoss Probe,12778,20946,13079,13079
326,Protoss Dragoon,12982,17836,13733,13733
327,Protoss Dragoon,13012,17757,13763,13763
330,Protoss Probe,13234,20946,13535,13535
331,Protoss Probe,13238,20946,13539,13539
332,Protoss Probe,13242,20946,13543,13543
335,Protoss Pylon,13309,20946,13830,13309
337,Protoss Pylon,13400,20946,13921,13400
341,Protoss Observer,13652,20946,14253,14253
343,Protoss Dragoon,13830,18953,14581,14581
344,Protoss Dragoon,13830,17986,14581,14581
345,Protoss Dragoon,13830,17681,14581,14581
346,Protoss Probe,13886,20946,14187,14187
347,Protoss Probe,13890,16020,14191,14191
348,Protoss Probe,13910,20946,14211,14211
355,Protoss Pylon,14036,20946,14557,14036
357,Protoss Probe,14188,20946,14489,14489
358,Protoss Probe,14192,20946,14493,14493
359,Protoss Probe,14212,20946,14513,14513
362,Protoss Observer,14270,20946,14871,14871
363,Protoss Probe,14490,20946,14791,14791
364,Protoss Probe,14494,20946,14795,14795
365,Protoss Probe,14514,20946,14815,14815
373,Protoss Pylon,14575,20946,15096,14575
374,Protoss Pylon,14591,20946,15112,14591
375,Protoss Pylon,14602,20946,15123,14602
376,Protoss Pylon,14656,20946,15177,14656
377,Protoss Dragoon,14734,17872,15485,15485
378,Protoss Dragoon,14738,18179,15489,15489
379,Protoss Dragoon,14742,15928,15493,15493
380,Protoss Dragoon,14748,17908,15499,15499
382,Protoss Probe,14792,20946,15093,15093
388,Protoss Pylon,14891,20946,15412,14891
391,Protoss Pylon,15014,20946,15535,15014
394,Protoss Probe,15096,20946,15397,15397
395,Protoss Observer,15096,20946,15697,15697
396,Protoss Probe,15096,20946,15397,15397
397,Protoss Probe,15096,20946,15397,15397
399,Protoss Dragoon,15178,20946,15929,15929
401,Protoss Gateway,15276,20946,16247,15276
402,Protoss Gateway,15317,20946,16288,15317
403,Protoss Probe,15398,20946,15699,15699
404,Protoss Probe,15398,20946,15699,15699
405,Protoss Probe,15398,20946,15699,15699
406,Protoss Dragoon,15486,20360,16237,16237
407,Protoss Dragoon,15490,20946,16241,16241
408,Protoss Dragoon,15494,17921,16245,16245
409,Protoss Dragoon,15500,19468,16251,16251
411,Protoss Probe,15700,20946,16001,16001
412,Protoss Probe,15700,20946,16001,16001
413,Protoss Probe,15700,20946,16001,16001
418,Protoss Dragoon,15930,20161,16681,16681
421,Protoss Probe,16002,20946,16303,16303
422,Protoss Probe,16002,20946,16303,16303
427,Protoss Dragoon,16238,19491,16989,16989
428,Protoss Dragoon,16242,19067,16993,16993
429,Protoss Dragoon,16246,20546,16997,16997
430,Protoss Dragoon,16252,20946,17003,17003
431,Protoss Probe,16304,20946,16605,16605
437,Protoss Citadel of Adun,16608,20946,17579,16608
438,Protoss Probe,16646,20946,16947,16947
439,Protoss Probe,16650,20946,16951,16951
440,Protoss Probe,16654,20946,16955,16955
441,Protoss Zealot,16682,19374,17283,17283
445,Protoss Pylon,16749,20946,17270,16749
449,Protoss Dragoon,16918,19797,17669,17669
450,Protoss Dragoon,16922,19694,17673,17673
451,Protoss Dragoon,16990,19837,17741,17741
453,Protoss Dragoon,16994,19853,17745,17745
454,Protoss Zealot,16998,19644,17599,17599
455,Protoss Zealot,17004,19717,17605,17605
465,Protoss Zealot,17284,19596,17885,17885
470,Protoss Probe,17452,20946,17753,17753
471,Protoss Probe,17454,20946,17755,17755
472,Protoss Probe,17458,20946,17759,17759
473,Protoss Nexus,17486,20946,19357,17486
476,Protoss Zealot,17600,20946,18201,18201
477,Protoss Zealot,17606,20279,18207,18207
478,Protoss Zealot,17670,20946,18271,18271
479,Protoss Zealot,17746,20946,18347,18347
492,Protoss Zealot,18076,20946,18677,18677
494,Protoss Zealot,18106,20946,18707,18707
495,Protoss Zealot,18202,20946,18803,18803
496,Protoss Zealot,18208,20946,18809,18809
497,Protoss Probe,18238,20946,18539,18539
498,Protoss Probe,18244,20946,18545,18545
499,Protoss Probe,18246,20946,18547,18547
500,Protoss Zealot,18272,20946,18873,18873
502,Protoss Zealot,18348,20946,18949,18949
506,Protoss Probe,18540,20946,18841,18841
507,Protoss Probe,18546,20946,18847,18847
508,Protoss Probe,18548,20946,18849,18849
515,Protoss Zealot,18708,20946,19309,19309
517,Protoss Zealot,18744,20946,19345,19345
518,Protoss Zealot,18804,20946,19405,19405
519,Protoss Dragoon,18810,20946,19561,19561
523,Protoss Probe,18842,20946,19143,19143
524,Protoss Probe,18848,20946,19149,19149
525,Protoss Probe,18850,20946,19151,19151
527,Protoss Zealot,18874,20946,19475,19475
528,Protoss Stargate,18895,20946,20016,18895
529,Protoss Zealot,18950,20946,19551,19551
538,Protoss Dragoon,19310,20946,20061,20061
540,Protoss Dragoon,19346,20946,20097,20097
542,Protoss Zealot,19406,20946,20007,20007
544,Protoss Dragoon,19552,20946,20303,20303
545,Protoss Zealot,19562,20946,20163,20163
550,Protoss Dragoon,19894,20946,20645,20645
552,Protoss Dragoon,19898,20946,20649,20649
554,Protoss Dragoon,20008,20946,20759,20759
555,Protoss Stargate,20016,20946,-1,20016
556,Protoss Stargate,20044,20946,-1,20044
557,Protoss Zealot,20062,20946,20663,20663
558,Protoss Dragoon,20098,20946,-1,-1
562,Protoss Zealot,20164,20946,20765,20765
564,Protoss Dragoon,20304,20946,-1,-1
566,Protoss Fleet Beacon,20528,20946,-1,20528
569,Protoss Dragoon,20650,20946,-1,-1
570,Protoss Zealot,20664,20946,-1,-1
572,Protoss Nexus,20712,20946,-1,20712
573,Protoss Dragoon,20760,20946,-1,-1
574,Protoss Zealot,20766,20946,-1,-1

