@relation pvt_114_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,37086,0,0
2,Protoss Probe,0,37008,0,0
3,Protoss Probe,0,31234,0,0
4,Protoss Probe,0,31334,0,0
5,Protoss Nexus,0,38370,0,0
44,Protoss Assimilator,29615,38370,30285,29615
46,Protoss Assimilator,36434,38370,37104,36434
55,Protoss Assimilator,35342,37263,36012,35342
77,Protoss Assimilator,16368,38370,17038,16368
112,Protoss Assimilator,16447,32040,17117,16447
124,Protoss Assimilator,2126,38370,2796,2126
133,Protoss Probe,6,36967,277,277
135,Protoss Probe,370,20187,641,641
136,Protoss Probe,642,20300,913,913
138,Protoss Probe,914,20037,1185,1185
140,Protoss Pylon,1183,38370,1629,1183
141,Protoss Probe,1236,31761,1507,1507
144,Protoss Probe,1629,31567,1900,1900
146,Protoss Gateway,1857,38370,2678,1857
147,Protoss Probe,1901,31611,2172,2172
150,Protoss Probe,2260,4704,2531,2531
152,Protoss Probe,2532,38370,2803,2803
153,Protoss Zealot,2710,5053,3236,3236
155,Protoss Probe,2804,35538,3075,3075
156,Protoss Pylon,2981,38370,3427,2981
157,Protoss Probe,3076,38370,3347,3347
160,Protoss Probe,3427,31288,3698,3698
163,Protoss Cybernetics Core,3636,38370,4607,3636
164,Protoss Probe,3699,31913,3970,3970
167,Protoss Zealot,3846,14580,4372,4372
169,Protoss Probe,4064,20130,4335,4335
172,Protoss Probe,4394,38370,4665,4665
174,Protoss Probe,4690,31767,4961,4961
176,Protoss Dragoon,4736,21583,5367,5367
178,Protoss Probe,5096,31543,5367,5367
181,Protoss Pylon,5206,30570,5652,5206
184,Protoss Probe,5528,31590,5799,5799
185,Protoss Nexus,5632,31740,7503,5632
188,Protoss Dragoon,5884,10573,6515,6515
190,Protoss Gateway,6188,38370,7009,6188
192,Protoss Robotics Facility,6340,38370,7461,6340
193,Protoss Probe,6398,38265,6669,6669
196,Protoss Dragoon,6602,21585,7233,7233
198,Protoss Probe,6724,36961,6995,6995
201,Protoss Pylon,7093,15455,7539,7093
