@relation pvt_623_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

3,Protoss Probe,0,39417,0,0
4,Protoss Nexus,0,39417,0,0
44,Protoss Assimilator,16492,20563,17162,16492
53,Protoss Assimilator,14085,39417,14755,14085
67,Protoss Assimilator,30697,33184,31367,30697
72,Protoss Assimilator,3234,39417,3904,3234
79,Protoss Assimilator,8170,39417,8840,8170
96,Protoss Probe,0,37115,0,0
100,Protoss Probe,0,21644,0,0
113,Protoss Probe,0,33369,0,0
115,Protoss Probe,8,36997,309,309
117,Protoss Probe,412,21528,713,713
119,Protoss Probe,714,39417,1015,1015
121,Protoss Probe,1016,39417,1317,1317
122,Protoss Pylon,1171,39417,1692,1171
125,Protoss Probe,1318,12106,1619,1619
127,Protoss Probe,1692,39417,1993,1993
129,Protoss Probe,1994,39417,2295,2295
131,Protoss Probe,2296,37069,2597,2597
133,Protoss Nexus,2652,39417,4523,2652
135,Protoss Probe,2722,39417,3023,3023
138,Protoss Gateway,3080,39417,4051,3080
139,Protoss Probe,3124,3159,-1,-1
141,Protoss Probe,3340,21512,3641,3641
144,Protoss Probe,3642,21671,3943,3943
145,Protoss Pylon,3755,39417,4276,3755
147,Protoss Probe,3944,32310,4245,4245
149,Protoss Cybernetics Core,4090,39417,5061,4090
151,Protoss Probe,4246,33378,4547,4547
152,Protoss Zealot,4390,19176,4991,4991
154,Protoss Probe,4548,6682,4849,4849
155,Protoss Probe,4596,37404,4897,4897
157,Protoss Gateway,4916,39417,5887,4916
159,Protoss Probe,4964,39417,5265,5265
161,Protoss Dragoon,5104,11938,5855,5855
164,Protoss Probe,5450,21668,5751,5751
165,Protoss Pylon,5655,39417,6176,5655
167,Protoss Probe,5718,39417,6019,6019
168,Protoss Dragoon,5856,19300,6607,6607
170,Protoss Probe,5888,9659,6189,6189
172,Protoss Dragoon,6072,25212,6823,6823
173,Protoss Probe,6158,32310,6459,6459
174,Protoss Probe,6318,9631,6619,6619
175,Protoss Robotics Facility,6476,39417,7747,6476
177,Protoss Probe,6524,8278,6825,6825
180,Protoss Probe,6620,39417,6921,6921
181,Protoss Dragoon,6718,19271,7469,7469
183,Protoss Zealot,6834,8159,7435,7435
184,Protoss Probe,6922,21695,7223,7223
187,Protoss Pylon,7038,39417,7559,7038
190,Protoss Probe,7226,33293,7527,7527
194,Protoss Dragoon,7436,9810,8187,8187
197,Protoss Pylon,7513,39417,8034,7513
198,Protoss Probe,7559,36947,7860,7860
199,Protoss Probe,7570,10316,7871,7871
202,Protoss Dragoon,7680,25367,8431,8431
203,Protoss Observatory,7803,39417,8324,7803
204,Protoss Probe,7872,37117,8173,8173
207,Protoss Probe,8046,21445,8347,8347
210,Protoss Probe,8174,39417,8475,8475
214,Protoss Probe,8370,21621,8671,8671
216,Protoss Observer,8394,39417,8995,8995
217,Protoss Dragoon,8432,30561,9183,9183
218,Protoss Dragoon,8432,23788,9183,9183
219,Protoss Probe,8476,9687,8777,8777
220,Protoss Pylon,8611,39417,9132,8611
223,Protoss Probe,8672,39417,8973,8973
227,Protoss Pylon,8807,39417,9328,8807
228,Protoss Probe,8914,32290,9215,9215
230,Protoss Probe,8974,39180,9275,9275
232,Protoss Observer,9042,35770,9643,9643
233,Protoss Probe,9216,9579,9517,9517
237,Protoss Nexus,9404,39417,11275,9404
243,Protoss Probe,9768,39417,10069,10069
246,Protoss Probe,9776,39417,10077,10077
252,Protoss Probe,10070,37016,10371,10371
253,Protoss Probe,10078,39417,10379,10379
255,Protoss Dragoon,10320,26064,11071,11071
256,Protoss Dragoon,10326,25218,11077,11077
257,Protoss Probe,10372,39417,10673,10673
259,Protoss Probe,10380,33280,10681,10681
264,Protoss Forge,10534,39417,11205,10534
265,Protoss Observer,10550,25277,11151,11151
266,Protoss Probe,10674,37137,10975,10975
267,Protoss Probe,10682,36970,10983,10983
269,Protoss Pylon,10754,39417,11275,10754
272,Protoss Citadel of Adun,10952,39417,11923,10952
273,Protoss Probe,10976,36982,11277,11277
274,Protoss Probe,10984,37184,11285,11285
277,Protoss Gateway,11084,39417,12055,11084
278,Protoss Pylon,11170,39417,11691,11170
279,Protoss Pylon,11192,39417,11713,11192
283,Protoss Probe,11278,39417,11579,11579
284,Protoss Probe,11298,37417,11599,11599
285,Protoss Photon Cannon,11446,39417,12267,11446
289,Protoss Probe,11600,39417,11901,11901
291,Protoss Probe,11640,12052,11941,11941
292,Protoss Probe,11690,37031,11991,11991
293,Protoss Gateway,11692,39417,12663,11692
298,Protoss Photon Cannon,12185,17192,13006,12185
300,Protoss Probe,12238,36931,12539,12539
303,Protoss Gateway,12336,15272,13307,12336
304,Protoss Probe,12456,33303,12757,12757
306,Protoss Probe,12512,36914,12813,12813
308,Protoss Probe,12540,21453,12841,12841
309,Protoss Dragoon,12590,19333,13341,13341
314,Protoss Pylon,12803,39417,13324,12803
315,Protoss Probe,12830,37093,13131,13131
316,Protoss Probe,12842,39417,13143,13143
319,Protoss Pylon,12881,39417,13402,12881
