@relation pvt_050_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

6,Protoss Probe,0,28192,0,0
7,Protoss Probe,0,28192,0,0
8,Protoss Probe,0,28192,0,0
9,Protoss Probe,0,28192,0,0
10,Protoss Nexus,0,28192,0,0
40,Protoss Assimilator,8126,28192,8796,8126
50,Protoss Assimilator,19712,28192,20382,19712
61,Protoss Assimilator,24943,28192,25613,24943
63,Protoss Assimilator,1686,28192,2356,1686
94,Protoss Assimilator,15198,28192,15868,15198
132,Protoss Probe,6,28192,307,307
134,Protoss Probe,352,28192,653,653
136,Protoss Probe,654,28192,955,955
138,Protoss Probe,956,28192,1257,1257
140,Protoss Pylon,1123,28192,1644,1123
141,Protoss Probe,1264,28192,1565,1565
145,Protoss Probe,1644,28192,1945,1945
147,Protoss Probe,1946,28192,2247,2247
148,Protoss Gateway,2240,28192,3211,2240
149,Protoss Probe,2248,28192,2549,2549
152,Protoss Probe,2550,28192,2851,2851
154,Protoss Pylon,2830,28192,3351,2830
155,Protoss Probe,2852,28192,3153,3153
157,Protoss Probe,3154,28192,3455,3455
158,Protoss Cybernetics Core,3272,28192,4243,3272
160,Protoss Probe,3456,28192,3757,3757
162,Protoss Zealot,3560,19692,4161,4161
165,Protoss Probe,3758,28192,4059,4059
168,Protoss Probe,4060,28192,4361,4361
170,Protoss Dragoon,4268,17043,5019,5019
172,Protoss Pylon,4328,28192,4849,4328
173,Protoss Probe,4368,28192,4669,4669
177,Protoss Probe,4700,28192,5001,5001
181,Protoss Dragoon,5020,16940,5771,5771
182,Protoss Probe,5034,28192,5335,5335
185,Protoss Probe,5394,28192,5695,5695
188,Protoss Probe,5698,28192,5999,5999
189,Protoss Dragoon,5772,13654,6523,6523
190,Protoss Nexus,6035,28192,7906,6035
191,Protoss Probe,6114,28192,6415,6415
192,Protoss Pylon,6262,28192,6783,6262
195,Protoss Citadel of Adun,6464,28192,7435,6464
199,Protoss Dragoon,6790,16971,7541,7541
200,Protoss Probe,6834,28192,7135,7135
203,Protoss Gateway,6960,28192,7931,6960
205,Protoss Probe,7176,28192,7477,7477
210,Protoss Robotics Facility,7378,28192,8649,7378
214,Protoss Templar Archives,7586,28192,8557,7586
217,Protoss Probe,7694,28192,7995,7995
220,Protoss Probe,7962,28192,8263,8263
221,Protoss Probe,7996,21290,8297,8297
224,Protoss Probe,8264,14530,8565,8565
225,Protoss Probe,8298,28192,8599,8599
226,Protoss Pylon,8331,28192,8852,8331
232,Protoss Probe,8566,28192,8867,8867
233,Protoss Probe,8600,28192,8901,8901
234,Protoss Shuttle,8664,11016,9565,9565
236,Protoss Dark Templar,8812,11981,9563,9563
238,Protoss Dark Templar,8846,13310,9597,9597
240,Protoss Observatory,8982,28192,9503,8982
242,Protoss Probe,9080,28192,9381,9381
244,Protoss Probe,9084,28192,9385,9385
248,Protoss Pylon,9291,28192,9812,9291
249,Protoss Probe,9382,28192,9683,9683
250,Protoss Probe,9386,28192,9687,9687
251,Protoss Stargate,9417,28192,10538,9417
253,Protoss Observatory,9462,9575,-1,9462
254,Protoss Observer,9566,27153,10167,10167
256,Protoss Probe,9684,28192,9985,9985
257,Protoss Probe,9688,13857,9989,9989
259,Protoss Dragoon,9748,16969,10499,10499
262,Protoss Pylon,9786,28192,10307,9786
264,Protoss Dragoon,9856,18926,10607,10607
268,Protoss Probe,9986,28192,10287,10287
269,Protoss Probe,9990,28192,10291,10291
270,Protoss Pylon,10074,28192,10595,10074
272,Protoss Observer,10186,19370,10787,10787
273,Protoss Probe,10288,28192,10589,10589
274,Protoss Probe,10292,14147,10593,10593
280,Protoss Arbiter Tribunal,10574,28192,11545,10574
281,Protoss Dragoon,10592,16934,11343,11343
282,Protoss Dragoon,10608,19005,11359,11359
284,Protoss Probe,10720,28192,11021,11021
285,Protoss Probe,10724,28192,11025,11025
291,Protoss Probe,11028,28192,11329,11329
292,Protoss Probe,11032,28192,11333,11333
295,Protoss Gateway,11338,28192,12309,11338
296,Protoss Dragoon,11344,18928,12095,12095
297,Protoss Dragoon,11360,18926,12111,12111
300,Protoss Gateway,11491,28192,12462,11491
301,Protoss Arbiter,11562,18943,13963,13963
302,Protoss Pylon,11588,28192,12109,11588
308,Protoss Pylon,11716,28192,12237,11716
309,Protoss Nexus,11864,28192,13735,11864
313,Protoss Dragoon,12164,23036,12915,12915
314,Protoss Dragoon,12168,18926,12919,12919
316,Protoss Probe,12226,28192,12527,12527
318,Protoss Probe,12240,14257,12541,12541
324,Protoss Zealot,12606,19560,13207,13207
325,Protoss Zealot,12610,19275,13211,13211
326,Protoss Gateway,12717,28192,13688,12717
330,Protoss Gateway,12858,28192,13829,12858
331,Protoss Forge,12909,28192,13580,12909
332,Protoss Zealot,12916,19689,13517,13517
333,Protoss Zealot,12920,19710,13521,13521
338,Protoss Dragoon,13232,23036,13983,13983
340,Protoss Dragoon,13284,16971,14035,14035
344,Protoss Probe,13434,28192,13735,13735
347,Protoss Probe,13448,28192,13749,13749
350,Protoss Dragoon,13518,19858,14269,14269
352,Protoss Dragoon,13656,18926,14407,14407
361,Protoss Dragoon,14032,23195,14783,14783
362,Protoss Dragoon,14036,16971,14787,14787
363,Protoss Photon Cannon,14042,28192,14863,14042
364,Protoss Dragoon,14042,18926,14793,14793
365,Protoss Probe,14058,28192,14359,14359
