@relation pvt_083_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,36442,0,0
2,Protoss Probe,0,33552,0,0
3,Protoss Probe,0,15125,0,0
4,Protoss Probe,0,26898,0,0
5,Protoss Nexus,0,36442,0,0
84,Protoss Assimilator,9070,36442,9740,9070
102,Protoss Assimilator,2393,36442,3063,2393
110,Protoss Assimilator,19508,27346,20178,19508
118,Protoss Assimilator,25125,36442,25795,25125
142,Protoss Assimilator,12946,36442,13616,12946
157,Protoss Probe,6,15031,307,307
158,Protoss Probe,364,28947,665,665
160,Protoss Probe,666,36442,967,967
162,Protoss Probe,968,33841,1269,1269
164,Protoss Pylon,1200,36442,1721,1200
165,Protoss Probe,1286,13213,1587,1587
169,Protoss Probe,1721,26936,2022,2022
170,Protoss Gateway,1878,36442,2849,1878
172,Protoss Probe,2023,36442,2324,2324
175,Protoss Probe,2325,14411,2626,2626
177,Protoss Probe,2627,13213,2928,2928
179,Protoss Cybernetics Core,2911,36442,3882,2911
180,Protoss Probe,2982,33601,3283,3283
182,Protoss Probe,3284,20348,3585,3585
183,Protoss Pylon,3330,36442,3851,3330
186,Protoss Probe,3586,33503,3887,3887
188,Protoss Probe,3888,36442,4189,4189
189,Protoss Dragoon,3898,28275,4649,4649
193,Protoss Probe,4250,33962,4551,4551
198,Protoss Probe,4624,33904,4925,4925
199,Protoss Dragoon,4650,24057,5401,5401
201,Protoss Pylon,4888,36442,5409,4888
203,Protoss Probe,5046,26886,5347,5347
206,Protoss Probe,5414,33878,5715,5715
209,Protoss Nexus,5798,36442,7669,5798
210,Protoss Dragoon,5900,24006,6651,6651
211,Protoss Probe,6004,36442,6305,6305
213,Protoss Probe,6306,36442,6607,6607
214,Protoss Gateway,6410,36442,7381,6410
217,Protoss Pylon,6675,36442,7196,6675
218,Protoss Dragoon,6708,27569,7459,7459
220,Protoss Robotics Facility,7121,36442,8392,7121
221,Protoss Probe,7154,8423,7455,7455
224,Protoss Dragoon,7392,26135,8143,8143
225,Protoss Dragoon,7490,23742,8241,8241
227,Protoss Probe,7574,36442,7875,7875
230,Protoss Probe,7902,36442,8203,8203
231,Protoss Probe,7906,33668,8207,8207
233,Protoss Gateway,8112,36442,9083,8112
235,Protoss Probe,8204,33797,8505,8505
236,Protoss Probe,8208,33838,8509,8509
237,Protoss Dragoon,8288,25067,9039,9039
239,Protoss Zealot,8382,14858,8983,8983
241,Protoss Pylon,8522,36442,9043,8522
242,Protoss Probe,8680,26917,8981,8981
243,Protoss Probe,8686,36442,8987,8987
246,Protoss Citadel of Adun,8797,36442,9768,8797
247,Protoss Observatory,8852,36442,9373,8852
248,Protoss Probe,8982,26823,9283,9283
249,Protoss Probe,8988,26892,9289,9289
253,Protoss Pylon,9230,36442,9751,9230
255,Protoss Probe,9284,26746,9585,9585
256,Protoss Probe,9290,26636,9591,9591
260,Protoss Observer,9384,11194,9985,9985
261,Protoss Dragoon,9424,23753,10175,10175
262,Protoss Dragoon,9500,13213,10251,10251
264,Protoss Dragoon,9646,19966,10397,10397
267,Protoss Pylon,9752,36442,10273,9752
268,Protoss Probe,9802,26843,10103,10103
270,Protoss Probe,9850,26810,10151,10151
273,Protoss Templar Archives,9970,36442,10941,9970
275,Protoss Observer,10004,22671,10605,10605
277,Protoss Pylon,10096,36442,10617,10096
279,Protoss Probe,10212,36442,10513,10513
280,Protoss Probe,10218,26645,10519,10519
287,Protoss Probe,10514,33732,10815,10815
288,Protoss Probe,10520,33978,10821,10821
290,Protoss Stargate,10646,36442,11767,10646
291,Protoss Observer,10698,19253,11299,11299
293,Protoss Dragoon,10776,28043,11527,11527
295,Protoss Dragoon,10784,26074,11535,11535
296,Protoss Probe,10816,26862,11117,11117
297,Protoss Probe,10822,36442,11123,11123
301,Protoss Probe,11118,15092,11419,11419
302,Protoss Probe,11124,26746,11425,11425
303,Protoss Dark Templar,11220,16915,11971,11971
306,Protoss Observer,11358,18034,11959,11959
309,Protoss Probe,11426,36442,11727,11727
312,Protoss Probe,11468,36442,11769,11769
313,Protoss Dragoon,11536,23592,12287,12287
314,Protoss Dragoon,11544,23612,12295,12295
318,Protoss Pylon,11724,36442,12245,11724
319,Protoss Probe,11728,36442,12029,12029
321,Protoss Pylon,11753,36442,12274,11753
322,Protoss Pylon,11798,36442,12319,11798
323,Protoss Arbiter Tribunal,11880,36442,12851,11880
328,Protoss Dragoon,12298,23668,13049,13049
330,Protoss Dragoon,12306,23999,13057,13057
331,Protoss Dragoon,12338,23629,13089,13089
332,Protoss Probe,12348,20380,12649,12649
333,Protoss Probe,12370,14203,12671,12671
339,Protoss Nexus,12529,36442,14400,12529
341,Protoss Forge,12623,36442,13294,12623
343,Protoss Probe,12810,36442,13111,13111
344,Protoss Pylon,12884,36442,13405,12884
345,Protoss Arbiter,12952,18777,15353,15353
348,Protoss Probe,13112,36442,13413,13413
354,Protoss Probe,13414,26810,13715,13715
355,Protoss Photon Cannon,13450,36442,14271,13450
360,Protoss Photon Cannon,13642,36442,14463,13642
361,Protoss Zealot,13712,24112,14313,14313
362,Protoss Probe,13716,34023,14017,14017
363,Protoss Zealot,13722,23844,14323,14323
364,Protoss Zealot,13726,23981,14327,14327
370,Protoss Observer,14056,28396,14657,14657
379,Protoss Probe,14386,36442,14687,14687
380,Protoss Probe,14616,27274,14917,14917
381,Protoss Probe,14688,36442,14989,14989
387,Protoss Probe,14918,36442,15219,15219
388,Protoss Zealot,14932,24032,15533,15533
389,Protoss Zealot,14938,23922,15539,15539
390,Protoss Zealot,14946,23820,15547,15547
391,Protoss Probe,15014,33939,15315,15315
392,Protoss Probe,15032,33925,15333,15333
394,Protoss Gateway,15115,36442,16086,15115
396,Protoss Probe,15220,36442,15521,15521
398,Protoss Pylon,15349,36442,15870,15349
400,Protoss Arbiter,15416,33631,17817,17817
401,Protoss Gateway,15451,36442,16422,15451
405,Protoss Probe,15522,36442,15823,15823
407,Protoss Zealot,15730,26059,16331,16331
408,Protoss Zealot,15744,23862,16345,16345
409,Protoss Zealot,15748,25812,16349,16349
410,Protoss Pylon,15780,36442,16301,15780
411,Protoss Probe,15824,26786,16125,16125
412,Protoss Pylon,15881,36442,16402,15881
414,Protoss Probe,16212,36442,16513,16513
415,Protoss Zealot,16244,23895,16845,16845
420,Protoss Zealot,16332,23822,16933,16933
421,Protoss Gateway,16334,36442,17305,16334
422,Protoss Zealot,16346,19993,16947,16947
423,Protoss Zealot,16350,23781,16951,16951
424,Protoss High Templar,16430,24952,17181,17181
425,Protoss Gateway,16455,36442,17426,16455
426,Protoss Probe,16514,36442,16815,16815
429,Protoss Gateway,16606,36442,17577,16606
432,Protoss Photon Cannon,16636,36442,17457,16636
434,Protoss Probe,16816,36442,17117,17117
435,Protoss Zealot,16846,24228,17447,17447
441,Protoss Probe,16946,33912,17247,17247
442,Protoss Zealot,16952,23924,17553,17553
443,Protoss Zealot,16994,22425,17595,17595
444,Protoss Dragoon,17006,23999,17757,17757
452,Protoss Zealot,17182,22598,17783,17783
455,Protoss Probe,17230,33774,17531,17531
456,Protoss Stargate,17231,36442,18352,17231
458,Protoss Probe,17248,26818,17549,17549
461,Protoss Dragoon,17448,23999,18199,18199
462,Protoss Nexus,17488,27021,19359,17488
465,Protoss Probe,17550,33856,17851,17851
466,Protoss Pylon,17578,27142,18099,17578
472,Protoss Pylon,17660,27189,18181,17660
481,Protoss Pylon,17946,36442,18467,17946
487,Protoss Zealot,18035,23895,18636,18636
491,Protoss Pylon,18080,36442,18601,18080
492,Protoss Dragoon,18099,23668,18850,18850
493,Protoss Arbiter,18099,26032,20500,20500
494,Protoss Dragoon,18130,26135,18881,18881
495,Protoss Zealot,18200,24265,18801,18801
506,Protoss Dragoon,18637,26931,19388,19388
508,Protoss Zealot,18696,26020,19297,19297
511,Protoss Photon Cannon,18842,26733,19663,18842
513,Protoss Zealot,18851,26049,19452,19452
515,Protoss Dragoon,18882,27511,19633,19633
518,Protoss Pylon,18966,36442,19487,18966
519,Protoss Arbiter,19038,26039,21439,21439
524,Protoss Forge,19117,36442,19788,19117
527,Protoss Stargate,19193,36442,20314,19193
531,Protoss Observer,19334,25350,19935,19935
532,Protoss Dragoon,19389,27857,20140,20140
533,Protoss Fleet Beacon,19426,36442,20397,19426
537,Protoss Photon Cannon,19625,26767,20446,19625
539,Protoss Probe,19662,26712,19963,19963
542,Protoss Photon Cannon,19759,26539,20580,19759
543,Protoss Gateway,19766,36442,20737,19766
545,Protoss Pylon,19786,36442,20307,19786
549,Protoss Observer,19936,36442,20537,20537
551,Protoss Probe,19964,26663,20265,20265
557,Protoss Probe,20390,26712,20691,20691
566,Protoss Cybernetics Core,20547,36442,21518,20547
569,Protoss Probe,20692,26576,20993,20993
577,Protoss Observer,20842,36442,21443,21443
578,Protoss Carrier,20876,31339,22977,22977
579,Protoss Carrier,20884,32675,22985,22985
582,Protoss Probe,21052,26810,21353,21353
594,Protoss Carrier,21440,36442,23541,23541
605,Protoss High Templar,21776,25196,22527,22527
606,Protoss High Templar,21782,24918,22533,22533
627,Protoss Carrier,22978,33466,25079,25079
628,Protoss Carrier,22986,33903,25087,25087
629,Protoss Pylon,23029,32344,23550,23029
630,Protoss Pylon,23060,31049,23581,23060
631,Protoss Interceptor,23150,29188,23451,23451
