@relation pvt_494_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,18341,0,0
2,Protoss Probe,0,18225,0,0
3,Protoss Probe,0,19371,0,0
4,Protoss Nexus,0,19371,0,0
13,Protoss Assimilator,2251,19371,2921,2251
59,Protoss Assimilator,12462,19143,13132,12462
157,Protoss Probe,0,17935,0,0
161,Protoss Probe,12,19371,313,313
163,Protoss Probe,396,18744,697,697
165,Protoss Probe,698,18637,999,999
167,Protoss Probe,1000,5236,1301,1301
168,Protoss Pylon,1188,19371,1709,1188
170,Protoss Probe,1302,18635,1603,1603
173,Protoss Probe,1709,10606,2010,2010
174,Protoss Gateway,1859,19371,2830,1859
176,Protoss Probe,2011,18782,2312,2312
178,Protoss Probe,2316,18820,2617,2617
180,Protoss Probe,2618,18736,2919,2919
182,Protoss Probe,2920,17537,3221,3221
184,Protoss Cybernetics Core,2998,19371,3969,2998
185,Protoss Probe,3222,19371,3523,3523
189,Protoss Pylon,3493,9543,4014,3493
190,Protoss Probe,3598,18757,3899,3899
194,Protoss Probe,3900,19371,4201,4201
196,Protoss Dragoon,4116,15099,4867,4867
198,Protoss Probe,4328,12137,4629,4629
200,Protoss Probe,4630,10806,4931,4931
203,Protoss Pylon,4746,14722,5267,4746
205,Protoss Dragoon,4868,7223,5619,5619
206,Protoss Probe,4936,18699,5237,5237
211,Protoss Probe,5238,19371,5539,5539
214,Protoss Probe,5540,12438,5841,5841
215,Protoss Dragoon,5620,10251,6371,6371
217,Protoss Probe,5842,10866,6143,6143
221,Protoss Nexus,6198,18917,8069,6198
223,Protoss Probe,6244,15099,6545,6545
225,Protoss Dragoon,6372,10323,7123,7123
226,Protoss Pylon,6602,19371,7123,6602
231,Protoss Probe,7040,19371,7341,7341
235,Protoss Dragoon,7124,10204,7875,7875
236,Protoss Gateway,7162,19371,8133,7162
239,Protoss Probe,7342,19371,7643,7643
241,Protoss Robotics Facility,7415,19371,8686,7415
242,Protoss Probe,7644,18764,7945,7945
247,Protoss Dragoon,7876,17626,8627,8627
248,Protoss Probe,7946,8532,8247,8247
251,Protoss Pylon,8208,19221,8729,8208
252,Protoss Dragoon,8280,10305,9031,9031
254,Protoss Probe,8358,8839,8659,8659
259,Protoss Probe,8674,18621,8975,8975
262,Protoss Observatory,8868,19371,9389,8868
265,Protoss Dragoon,9032,10323,9783,9783
266,Protoss Probe,9182,10127,9483,9483
267,Protoss Dragoon,9238,10407,9989,9989
270,Protoss Probe,9340,17568,9641,9641
271,Protoss Observer,9398,19371,9999,9999
275,Protoss Pylon,9700,19371,10221,9700
277,Protoss Pylon,9826,19371,10347,9826
278,Protoss Probe,9902,10548,10203,10203
279,Protoss Observer,10000,19371,10601,10601
280,Protoss Dragoon,10030,11306,10781,10781
282,Protoss Dragoon,10406,15402,11157,11157
283,Protoss Probe,10432,10453,-1,-1
286,Protoss Observer,10602,12436,11203,11203
289,Protoss Dragoon,10782,15297,11533,11533
293,Protoss Gateway,10975,19371,11946,10975
297,Protoss Shuttle,11204,11845,-1,-1
301,Protoss Probe,11472,15276,11773,11773
304,Protoss Dragoon,11600,17549,12351,12351
305,Protoss Dragoon,11602,15088,12353,12353
306,Protoss Probe,11648,18753,11949,11949
310,Protoss Probe,11774,19371,12075,12075
313,Protoss Observer,11874,19371,12475,12475
314,Protoss Pylon,11948,18642,12469,11948
315,Protoss Probe,11950,17506,12251,12251
319,Protoss Probe,12076,19371,12377,12377
320,Protoss Pylon,12095,19371,12616,12095
322,Protoss Gateway,12138,19371,13109,12138
325,Protoss Probe,12318,18638,12619,12619
330,Protoss Probe,12378,18843,12679,12679
336,Protoss Probe,12680,19371,12981,12981
338,Protoss Dragoon,12746,17066,13497,13497
339,Protoss Dragoon,12750,15351,13501,13501
341,Protoss Zealot,12760,15398,13361,13361
346,Protoss Observer,12878,19371,13479,13479
350,Protoss Probe,12942,18311,13243,13243
351,Protoss Probe,12982,18762,13283,13283
354,Protoss Gateway,13187,19371,14158,13187
355,Protoss Probe,13284,14724,13585,13585
358,Protoss Dragoon,13384,18801,14135,14135
359,Protoss Zealot,13406,18369,14007,14007
360,Protoss Probe,13438,18764,13739,13739
361,Protoss Zealot,13498,15099,14099,14099
362,Protoss Dragoon,13502,18300,14253,14253
364,Protoss Probe,13586,19371,13887,13887
370,Protoss Nexus,13814,19371,15685,13814
372,Protoss Probe,13888,19371,14189,14189
378,Protoss Citadel of Adun,14138,14415,-1,14138
379,Protoss Probe,14190,14660,14491,14491
383,Protoss Dragoon,14300,19301,15051,15051
384,Protoss Dragoon,14328,18081,15079,15079
393,Protoss Shuttle,14746,19371,15647,15647
398,Protoss Citadel of Adun,14858,19371,15829,14858
401,Protoss Probe,15164,18667,15465,15465
407,Protoss Probe,15658,17210,15959,15959
412,Protoss Forge,15845,19371,16516,15845
414,Protoss Nexus,15924,19371,17795,15924
415,Protoss Probe,15960,18801,16261,16261
421,Protoss Dragoon,16072,17857,16823,16823
422,Protoss Dragoon,16074,17956,16825,16825
423,Protoss Dragoon,16090,19296,16841,16841
431,Protoss Probe,16262,19371,16563,16563
437,Protoss Probe,16564,18762,16865,16865
438,Protoss Zealot,16590,18386,17191,17191
447,Protoss Photon Cannon,16742,19371,17563,16742
449,Protoss Gateway,16860,19371,17831,16860
450,Protoss Probe,16866,18724,17167,17167
460,Protoss Probe,17150,19371,17451,17451
461,Protoss Dragoon,17230,19319,17981,17981
462,Protoss Dragoon,17240,19371,17991,17991
463,Protoss Zealot,17246,18286,17847,17847
466,Protoss Zealot,17256,18341,17857,17857
469,Protoss Zealot,17290,18442,17891,17891
476,Protoss Observer,17416,19371,18017,18017
478,Protoss Probe,17452,19371,17753,17753
489,Protoss Zealot,17942,18680,18543,18543
491,Protoss Dragoon,17982,19371,18733,18733
492,Protoss Dragoon,17992,19371,18743,18743
493,Protoss Observer,18018,19371,18619,18619
503,Protoss Dragoon,18544,19338,19295,19295
507,Protoss Zealot,18734,19371,19335,19335
509,Protoss Dragoon,18744,19371,-1,-1
513,Protoss Probe,19034,19371,19335,19335
519,Protoss Zealot,19204,19371,-1,-1
520,Protoss Zealot,19214,19371,-1,-1
523,Protoss Zealot,19296,19371,-1,-1

