@relation pvt_459_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

5,Protoss Probe,0,10742,0,0
6,Protoss Nexus,0,44918,0,0
32,Protoss Assimilator,11884,44918,12554,11884
40,Protoss Assimilator,23141,44918,23811,23141
50,Protoss Assimilator,27094,34102,27764,27094
55,Protoss Assimilator,24793,44918,25463,24793
108,Protoss Assimilator,27641,34563,28311,27641
111,Protoss Assimilator,18381,44918,19051,18381
133,Protoss Assimilator,2194,44918,2864,2194
140,Protoss Probe,0,21038,0,0
142,Protoss Probe,0,10953,0,0
147,Protoss Probe,0,10859,0,0
155,Protoss Probe,10,44918,311,311
156,Protoss Probe,376,4796,677,677
158,Protoss Probe,678,20950,979,979
160,Protoss Probe,980,12649,1281,1281
162,Protoss Pylon,1148,44918,1669,1148
163,Protoss Probe,1290,43113,1591,1591
167,Protoss Probe,1669,44918,1970,1970
168,Protoss Gateway,1856,44918,2827,1856
170,Protoss Probe,1971,44918,2272,2272
173,Protoss Probe,2320,10892,2621,2621
174,Protoss Probe,2622,16019,2923,2923
176,Protoss Probe,2924,44918,3225,3225
178,Protoss Cybernetics Core,2976,44918,3947,2976
179,Protoss Probe,3226,10924,3527,3527
181,Protoss Pylon,3326,44918,3847,3326
184,Protoss Probe,3528,11206,3829,3829
186,Protoss Probe,3830,44918,4131,4131
188,Protoss Dragoon,3960,7784,4711,4711
190,Protoss Probe,4132,44918,4433,4433
191,Protoss Probe,4434,11348,4735,4735
193,Protoss Dragoon,4712,12621,5463,5463
195,Protoss Probe,4808,44918,5109,5109
196,Protoss Pylon,4931,44918,5452,4931
199,Protoss Probe,5110,10798,5411,5411
202,Protoss Probe,5412,10753,5713,5713
203,Protoss Dragoon,5464,17187,6215,6215
204,Protoss Gateway,5627,44918,6598,5627
206,Protoss Probe,5720,10980,6021,6021
209,Protoss Probe,6022,23708,6323,6323
212,Protoss Probe,6324,15768,6625,6625
213,Protoss Nexus,6414,44918,8285,6414
216,Protoss Pylon,6663,44918,7184,6663
217,Protoss Probe,6666,20979,6967,6967
221,Protoss Probe,7120,44918,7421,7421
223,Protoss Probe,7422,10745,7723,7723
224,Protoss Dragoon,7438,9357,8189,8189
225,Protoss Dragoon,7452,9237,8203,8203
229,Protoss Probe,7860,15190,8161,8161
231,Protoss Robotics Facility,7940,44918,9211,7940
232,Protoss Gateway,8063,44918,9034,8063
233,Protoss Dragoon,8190,17187,8941,8941
234,Protoss Dragoon,8204,12413,8955,8955
235,Protoss Pylon,8248,44918,8769,8248
236,Protoss Probe,8272,11034,8573,8573
237,Protoss Probe,8352,9049,8653,8653
242,Protoss Probe,8574,11204,8875,8875
244,Protoss Probe,8766,44918,9067,9067
245,Protoss Probe,8876,11311,9177,9177
246,Protoss Zealot,8942,25050,9543,9543
250,Protoss Pylon,9003,44918,9524,9003
251,Protoss Zealot,9040,25633,9641,9641
257,Protoss Probe,9716,44918,10017,10017
258,Protoss Probe,9720,35588,10021,10021
261,Protoss Dragoon,9748,13545,10499,10499
262,Protoss Dragoon,9754,10774,10505,10505
264,Protoss Dragoon,9798,32794,10549,10549
265,Protoss Observatory,9800,44918,10321,9800
270,Protoss Citadel of Adun,10012,44918,10983,10012
271,Protoss Probe,10018,15693,10319,10319
272,Protoss Probe,10022,44918,10323,10323
273,Protoss Gateway,10121,44918,11092,10121
276,Protoss Probe,10324,44918,10625,10625
278,Protoss Probe,10410,10803,10711,10711
279,Protoss Dragoon,10500,32884,11251,11251
280,Protoss Observer,10504,44918,11105,11105
281,Protoss Dragoon,10506,24607,11257,11257
282,Protoss Dragoon,10550,32272,11301,11301
286,Protoss Probe,10866,44918,11167,11167
287,Protoss Probe,10870,44918,11171,11171
292,Protoss Observer,11106,35731,11707,11707
293,Protoss Probe,11418,12777,11719,11719
294,Protoss Probe,11422,44918,11723,11723
300,Protoss Observer,11708,25734,12309,12309
301,Protoss Probe,11720,44918,12021,12021
302,Protoss Probe,11724,44918,12025,12025
304,Protoss Dragoon,11762,25609,12513,12513
305,Protoss Dragoon,11766,22462,12517,12517
306,Protoss Dragoon,11772,25091,12523,12523
