@relation pvt_366_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

3,Protoss Probe,0,32853,0,0
4,Protoss Probe,0,32853,0,0
5,Protoss Probe,0,32853,0,0
6,Protoss Probe,0,32853,0,0
7,Protoss Nexus,0,32853,0,0
24,Protoss Assimilator,2326,3745,2996,2326
41,Protoss Assimilator,12598,32853,13268,12598
49,Protoss Assimilator,17468,22766,18138,17468
121,Protoss Assimilator,16466,32853,17136,16466
144,Protoss Assimilator,2641,32853,3311,2641
154,Protoss Probe,6,4336,307,307
156,Protoss Probe,376,24995,677,677
158,Protoss Probe,678,22256,979,979
160,Protoss Probe,980,32853,1281,1281
162,Protoss Pylon,1164,32853,1685,1164
164,Protoss Probe,1302,32853,1603,1603
167,Protoss Probe,1685,13595,1986,1986
168,Protoss Gateway,1892,32853,2863,1892
170,Protoss Probe,2004,32853,2305,2305
173,Protoss Probe,2392,25040,2693,2693
175,Protoss Probe,2696,32853,2997,2997
177,Protoss Probe,2998,32853,3299,3299
179,Protoss Cybernetics Core,3240,32853,4211,3240
180,Protoss Probe,3350,4312,3651,3651
184,Protoss Probe,3652,25143,3953,3953
185,Protoss Pylon,3706,32853,4227,3706
188,Protoss Probe,3954,32853,4255,4255
190,Protoss Dragoon,4232,23489,4983,4983
192,Protoss Probe,4480,13533,4781,4781
193,Protoss Probe,4782,32853,5083,5083
196,Protoss Dragoon,4984,22251,5735,5735
198,Protoss Probe,5084,32853,5385,5385
200,Protoss Pylon,5174,32853,5695,5174
201,Protoss Probe,5386,13659,5687,5687
204,Protoss Probe,5688,32853,5989,5989
206,Protoss Dragoon,5736,21730,6487,6487
208,Protoss Probe,5990,24893,6291,6291
213,Protoss Nexus,6316,32853,8187,6316
214,Protoss Probe,6360,12800,6661,6661
215,Protoss Dragoon,6576,22107,7327,7327
216,Protoss Probe,6684,32853,6985,6985
219,Protoss Pylon,6936,32853,7457,6936
221,Protoss Probe,7136,32853,7437,7437
223,Protoss Probe,7438,12723,7739,7739
226,Protoss Probe,7740,32853,8041,8041
227,Protoss Nexus,7755,32853,9626,7755
229,Protoss Dragoon,7884,15089,8635,8635
231,Protoss Probe,8042,32853,8343,8343
234,Protoss Robotics Facility,8330,32853,9601,8330
235,Protoss Probe,8344,32853,8645,8645
237,Protoss Probe,8450,32853,8751,8751
241,Protoss Dragoon,8636,21796,9387,9387
243,Protoss Probe,8726,32853,9027,9027
244,Protoss Probe,8752,32853,9053,9053
246,Protoss Pylon,8871,32853,9392,8871
249,Protoss Probe,9028,32853,9329,9329
250,Protoss Gateway,9084,32853,10055,9084
252,Protoss Gateway,9197,32853,10168,9197
254,Protoss Dragoon,9388,21975,10139,10139
256,Protoss Gateway,9569,32853,10540,9569
257,Protoss Probe,9590,32853,9891,9891
258,Protoss Observatory,9642,32853,10163,9642
259,Protoss Probe,9670,24937,9971,9971
261,Protoss Probe,9720,32853,10021,10021
264,Protoss Gateway,9900,32853,10871,9900
266,Protoss Probe,10010,32853,10311,10311
267,Protoss Probe,10022,30165,10323,10323
271,Protoss Dragoon,10144,27004,10895,10895
272,Protoss Observer,10176,26902,10777,10777
273,Protoss Dragoon,10284,18353,11035,11035
275,Protoss Dragoon,10380,15423,11131,11131
278,Protoss Probe,10436,32853,10737,10737
280,Protoss Pylon,10619,32853,11140,10619
281,Protoss Probe,10622,12874,10923,10923
282,Protoss Probe,10642,24900,10943,10943
284,Protoss Dragoon,10692,31092,11443,11443
288,Protoss Observer,10778,32853,11379,11379
291,Protoss Pylon,10811,32853,11332,10811
292,Protoss Probe,10820,32853,11121,11121
293,Protoss Probe,10944,24998,11245,11245
298,Protoss Probe,11092,32853,11393,11393
300,Protoss Citadel of Adun,11180,32853,12151,11180
301,Protoss Dragoon,11228,22181,11979,11979
304,Protoss Probe,11246,13394,11547,11547
305,Protoss Dragoon,11258,22089,12009,12009
307,Protoss Pylon,11332,32853,11853,11332
308,Protoss Observer,11380,26628,11981,11981
309,Protoss Pylon,11472,32853,11993,11472
310,Protoss Probe,11496,32853,11797,11797
311,Protoss Probe,11548,13469,11849,11849
312,Protoss Dragoon,11576,13032,12327,12327
