@relation pvt_199_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

2,Protoss Probe,0,32912,0,0
6,Protoss Probe,0,54749,0,0
7,Protoss Assimilator,14706,54749,15376,14706
11,Protoss Probe,0,4886,0,0
16,Protoss Probe,0,34055,0,0
17,Protoss Nexus,0,54749,0,0
67,Protoss Assimilator,22669,54749,23339,22669
72,Protoss Assimilator,37717,54749,38387,37717
89,Protoss Assimilator,2444,54749,3114,2444
93,Protoss Probe,6,54749,307,307
95,Protoss Probe,362,51100,663,663
97,Protoss Probe,664,30623,965,965
99,Protoss Probe,966,54749,1267,1267
101,Protoss Pylon,1150,54749,1671,1150
102,Protoss Probe,1304,32808,1605,1605
105,Protoss Probe,1671,24231,1972,1972
107,Protoss Gateway,1932,54749,2903,1932
108,Protoss Probe,2060,54749,2361,2361
110,Protoss Probe,2362,50570,2663,2663
113,Protoss Probe,2664,54749,2965,2965
115,Protoss Zealot,2928,8265,3529,3529
116,Protoss Probe,2966,36067,3267,3267
117,Protoss Pylon,3090,54749,3611,3090
119,Protoss Probe,3268,32808,3569,3569
122,Protoss Probe,3611,33905,3912,3912
123,Protoss Cybernetics Core,3740,54749,4711,3740
125,Protoss Probe,3913,33983,4214,4214
129,Protoss Probe,4215,32837,4516,4516
132,Protoss Probe,4517,32763,4818,4818
134,Protoss Dragoon,4770,9261,5521,5521
135,Protoss Probe,4819,51252,5120,5120
137,Protoss Probe,5121,51501,5422,5422
138,Protoss Pylon,5168,54749,5689,5168
140,Protoss Probe,5423,7794,5724,5724
145,Protoss Dragoon,5689,8523,6440,6440
146,Protoss Probe,5725,24458,6026,6026
148,Protoss Robotics Facility,5880,54749,7151,5880
150,Protoss Probe,6027,20406,6328,6328
152,Protoss Gateway,6217,54749,7188,6217
155,Protoss Probe,6329,51177,6630,6630
156,Protoss Dragoon,6441,9225,7192,7192
157,Protoss Pylon,6486,54749,7007,6486
160,Protoss Probe,6631,50646,6932,6932
162,Protoss Probe,7007,26698,7308,7308
165,Protoss Dragoon,7193,9115,7944,7944
166,Protoss Observatory,7211,54749,7732,7211
167,Protoss Dragoon,7242,11827,7993,7993
168,Protoss Probe,7309,51590,7610,7610
169,Protoss Pylon,7343,54749,7864,7343
172,Protoss Probe,7611,34007,7912,7912
173,Protoss Observer,7782,13041,8383,8383
177,Protoss Probe,7913,54749,8214,8214
179,Protoss Dragoon,7974,12549,8725,8725
180,Protoss Dragoon,7994,12364,8745,8745
181,Protoss Pylon,8038,54749,8559,8038
183,Protoss Probe,8215,32808,8516,8516
187,Protoss Probe,8517,54749,8818,8818
189,Protoss Shuttle,8702,12331,9603,9603
190,Protoss Zealot,8736,12576,9337,9337
191,Protoss Zealot,8746,12392,9347,9347
192,Protoss Probe,8819,54749,9120,9120
197,Protoss Pylon,9109,54749,9630,9109
198,Protoss Probe,9121,51177,9422,9422
205,Protoss Dragoon,9338,12466,10089,10089
206,Protoss Dragoon,9348,12659,10099,10099
210,Protoss Probe,9574,51025,9875,9875
211,Protoss Nexus,9854,27682,11725,9854
213,Protoss Probe,9876,26699,10177,10177
217,Protoss Dragoon,10100,10187,-1,-1
219,Protoss Dragoon,10158,10171,-1,-1
221,Protoss Zealot,10198,12297,10799,10799
222,Protoss Zealot,10206,12462,10807,10807
224,Protoss Probe,10270,24458,10571,10571
225,Protoss Observer,10298,54749,10899,10899
230,Protoss Pylon,10455,54749,10976,10455
232,Protoss Probe,10572,50951,10873,10873
235,Protoss Dragoon,10800,14797,11551,11551
236,Protoss Dragoon,10808,14829,11559,11559
239,Protoss Observer,10900,37685,11501,11501
240,Protoss Gateway,11039,54749,12010,11039
241,Protoss Probe,11078,24232,11379,11379
244,Protoss Gateway,11202,54749,12173,11202
247,Protoss Citadel of Adun,11342,54749,12313,11342
249,Protoss Probe,11380,45922,11681,11681
250,Protoss Dragoon,11552,14835,12303,12303
251,Protoss Dragoon,11560,27506,12311,12311
257,Protoss Dragoon,12122,15179,12873,12873
259,Protoss Dragoon,12304,17064,13055,13055
261,Protoss Probe,12676,54749,12977,12977
263,Protoss Probe,12706,32912,13007,13007
266,Protoss Dragoon,12758,17140,13509,13509
267,Protoss Dragoon,12874,27034,13625,13625
270,Protoss Probe,12978,50799,13279,13279
271,Protoss Probe,13008,32808,13309,13309
272,Protoss Nexus,13028,52438,14899,13028
273,Protoss Dragoon,13056,27167,13807,13807
276,Protoss Observer,13346,17142,13947,13947
277,Protoss Probe,13406,45961,13707,13707
282,Protoss Dragoon,13510,27091,14261,14261
283,Protoss Dragoon,13626,27134,14377,14377
285,Protoss Dragoon,13808,27462,14559,14559
293,Protoss Dragoon,14262,20162,15013,15013
294,Protoss Pylon,14318,52868,14839,14318
296,Protoss Dragoon,14378,35608,15129,15129
297,Protoss Probe,14470,26099,14771,14771
298,Protoss Zealot,14488,31574,15089,15089
300,Protoss Dragoon,14560,33940,15311,15311
301,Protoss Probe,14612,26773,14913,14913
310,Protoss Probe,14772,26623,15073,15073
312,Protoss Probe,14914,32680,15215,15215
314,Protoss Zealot,15014,34753,15615,15615
315,Protoss Probe,15074,54749,15375,15375
318,Protoss Zealot,15130,32663,15731,15731
323,Protoss Zealot,15312,32042,15913,15913
324,Protoss Probe,15376,50875,15677,15677
325,Protoss Probe,15386,34007,15687,15687
328,Protoss Zealot,15616,32374,16217,16217
333,Protoss Probe,15678,24974,15979,15979
334,Protoss Probe,15688,33905,15989,15989
335,Protoss Zealot,15700,34779,16301,16301
336,Protoss Zealot,15732,32449,16333,16333
338,Protoss Gateway,15874,54749,16845,15874
339,Protoss Gateway,15878,54749,16849,15878
342,Protoss Zealot,15914,20143,16515,16515
345,Protoss Probe,15990,26773,16291,16291
346,Protoss Pylon,15990,26546,16511,15990
347,Protoss Probe,16012,32808,16313,16313
348,Protoss Forge,16039,52447,16710,16039
351,Protoss Templar Archives,16214,54749,17185,16214
352,Protoss Zealot,16218,34907,16819,16819
355,Protoss Probe,16292,26774,16593,16593
356,Protoss Probe,16314,34207,16615,16615
357,Protoss Pylon,16458,54749,16979,16458
360,Protoss Zealot,16511,36456,17112,17112
361,Protoss Zealot,16516,31851,17117,17117
362,Protoss Pylon,16543,54749,17064,16543
365,Protoss Dragoon,16574,27505,17325,17325
366,Protoss Probe,16594,24458,16895,16895
367,Protoss Pylon,16616,54749,17137,16616
368,Protoss Photon Cannon,16779,52949,17600,16779
371,Protoss Probe,16896,24455,17197,17197
372,Protoss Photon Cannon,16930,24379,17751,16930
375,Protoss Dragoon,17113,35011,17864,17864
376,Protoss Dragoon,17118,35074,17869,17869
382,Protoss Observer,17374,19115,17975,17975
384,Protoss Pylon,17486,54749,18007,17486
385,Protoss Gateway,17493,54749,18464,17493
386,Protoss Probe,17636,24381,17937,17937
396,Protoss Probe,17932,51025,18233,18233
399,Protoss Probe,17938,51307,18239,18239
401,Protoss Observer,17976,33619,18577,18577
402,Protoss Stargate,17986,54749,19107,17986
405,Protoss Probe,18092,32808,18393,18393
412,Protoss Probe,18234,51383,18535,18535
413,Protoss Probe,18240,51516,18541,18541
415,Protoss Photon Cannon,18316,53151,19137,18316
419,Protoss Dragoon,18338,35336,19089,19089
420,Protoss Dragoon,18342,27244,19093,19093
421,Protoss Zealot,18352,31553,18953,18953
422,Protoss Zealot,18356,32149,18957,18957
423,Protoss Zealot,18360,19568,18961,18961
424,Protoss Probe,18394,19183,18695,18695
427,Protoss Gateway,18454,54749,19425,18454
428,Protoss Pylon,18535,54749,19056,18535
429,Protoss Probe,18536,50496,18837,18837
430,Protoss Probe,18542,32808,18843,18843
437,Protoss Probe,18696,26548,18997,18997
440,Protoss Probe,18908,50646,19209,19209
441,Protoss Probe,18982,34131,19283,19283
442,Protoss Probe,18998,20251,19299,19299
443,Protoss Pylon,19034,27002,19555,19034
445,Protoss Photon Cannon,19071,54749,19892,19071
449,Protoss Probe,19210,50951,19511,19511
450,Protoss Probe,19284,54749,19585,19585
451,Protoss Probe,19300,54749,19601,19601
453,Protoss Forge,19307,54749,19978,19307
458,Protoss Probe,19602,20356,19903,19903
465,Protoss Arbiter Tribunal,19787,54749,20758,19787
466,Protoss Stargate,19843,54749,20964,19843
469,Protoss Pylon,19892,52195,20413,19892
470,Protoss Probe,19904,20604,20205,20205
472,Protoss Zealot,19962,32612,20563,20563
473,Protoss Zealot,19974,36443,20575,20575
474,Protoss Zealot,19980,36383,20581,20581
475,Protoss Zealot,19984,32721,20585,20585
476,Protoss Zealot,19988,32168,20589,20589
477,Protoss Dragoon,20004,34646,20755,20755
478,Protoss Dragoon,20014,38637,20765,20765
482,Protoss Pylon,20066,54749,20587,20066
484,Protoss Probe,20206,34007,20507,20507
494,Protoss Probe,20508,51582,20809,20809
495,Protoss Dragoon,20590,27351,21341,21341
496,Protoss Dragoon,20756,27274,21507,21507
499,Protoss Probe,20810,34055,21111,21111
505,Protoss Probe,21112,54749,21413,21413
506,Protoss Arbiter,21148,27022,23549,23549
507,Protoss Arbiter,21156,27105,23557,23557
508,Protoss Pylon,21200,54749,21721,21200
509,Protoss Observer,21222,22604,21823,21823
510,Protoss Dragoon,21246,27537,21997,21997
511,Protoss Zealot,21278,36557,21879,21879
513,Protoss Zealot,21282,35016,21883,21883
515,Protoss Zealot,21288,36416,21889,21889
516,Protoss Zealot,21296,32699,21897,21897
517,Protoss Zealot,21304,31880,21905,21905
519,Protoss Zealot,21342,35027,21943,21943
521,Protoss Probe,21414,34131,21715,21715
529,Protoss Gateway,21546,54749,22517,21546
530,Protoss Nexus,21551,54749,23422,21551
531,Protoss Pylon,21568,54749,22089,21568
537,Protoss Pylon,21623,54749,22144,21623
539,Protoss Probe,21716,32808,22017,22017
541,Protoss Zealot,21721,34862,22322,22322
546,Protoss Observer,21824,34455,22425,22425
548,Protoss Zealot,21890,36280,22491,22491
550,Protoss Zealot,21906,32118,22507,22507
553,Protoss Photon Cannon,22260,54749,23081,22260
559,Protoss Photon Cannon,22319,54749,23140,22319
560,Protoss Zealot,22323,31800,22924,22924
561,Protoss Gateway,22394,54749,23365,22394
563,Protoss Observer,22426,38470,23027,23027
576,Protoss Dragoon,22964,31746,23715,23715
577,Protoss Dragoon,22968,40531,23719,23719
579,Protoss Zealot,22972,25099,23573,23573
580,Protoss Zealot,22976,26173,23577,23577
581,Protoss Zealot,22986,26125,23587,23587
582,Protoss Zealot,22990,25117,23591,23591
583,Protoss Zealot,22994,26247,23595,23595
591,Protoss Pylon,23313,54749,23834,23313
592,Protoss Shuttle,23422,39466,24323,24323
595,Protoss Arbiter,23598,31028,25999,25999
596,Protoss Pylon,23684,54749,24205,23684
