@relation pvt_404_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,48838,0,0
2,Protoss Probe,0,48838,0,0
65,Protoss Assimilator,30147,48838,30817,30147
96,Protoss Assimilator,13213,48838,13883,13213
128,Protoss Probe,0,18855,0,0
130,Protoss Nexus,0,48838,0,0
137,Protoss Assimilator,2228,48838,2898,2228
138,Protoss Probe,0,48838,0,0
151,Protoss Assimilator,12781,48838,13451,12781
154,Protoss Probe,2,48838,303,303
157,Protoss Probe,414,18886,715,715
159,Protoss Probe,716,18808,1017,1017
161,Protoss Probe,1018,48838,1319,1319
162,Protoss Pylon,1210,48838,1731,1210
164,Protoss Probe,1358,48838,1659,1659
167,Protoss Probe,1731,12069,2032,2032
168,Protoss Gateway,1900,48838,2871,1900
170,Protoss Probe,2033,19341,2334,2334
172,Protoss Probe,2366,48838,2667,2667
174,Protoss Probe,2668,48838,2969,2969
176,Protoss Cybernetics Core,2910,48838,3881,2910
177,Protoss Probe,2970,48838,3271,3271
179,Protoss Probe,3272,31418,3573,3573
180,Protoss Pylon,3339,48838,3860,3339
183,Protoss Probe,3574,48838,3875,3875
186,Protoss Probe,3876,48838,4177,4177
187,Protoss Dragoon,3912,6928,4663,4663
190,Protoss Probe,4198,16836,4499,4499
192,Protoss Probe,4500,48838,4801,4801
193,Protoss Gateway,4594,48838,5565,4594
196,Protoss Dragoon,4788,9868,5539,5539
198,Protoss Probe,4884,48838,5185,5185
200,Protoss Pylon,5062,48838,5583,5062
202,Protoss Probe,5186,48838,5487,5487
206,Protoss Probe,5583,48838,5884,5884
207,Protoss Dragoon,5592,9775,6343,6343
208,Protoss Dragoon,5644,7922,6395,6395
210,Protoss Pylon,5847,48838,6368,5847
211,Protoss Probe,5912,48838,6213,6213
213,Protoss Probe,6214,48838,6515,6515
216,Protoss Dragoon,6368,9775,7119,7119
217,Protoss Dragoon,6396,9735,7147,7147
219,Protoss Probe,6516,31416,6817,6817
223,Protoss Probe,7028,48838,7329,7329
225,Protoss Dragoon,7120,9775,7871,7871
226,Protoss Dragoon,7148,9977,7899,7899
230,Protoss Probe,7422,48838,7723,7723
235,Protoss Nexus,7710,48838,9581,7710
237,Protoss Pylon,7790,48838,8311,7790
241,Protoss Dragoon,8100,8131,-1,-1
242,Protoss Probe,8142,48838,8443,8443
248,Protoss Robotics Facility,8470,48838,9741,8470
251,Protoss Dragoon,8574,26058,9325,9325
252,Protoss Dragoon,8580,26288,9331,9331
253,Protoss Probe,8608,48838,8909,8909
256,Protoss Probe,8984,48838,9285,9285
259,Protoss Pylon,9258,21858,9779,9258
261,Protoss Probe,9286,35624,9587,9587
263,Protoss Dragoon,9420,18288,10171,10171
266,Protoss Probe,9588,48838,9889,9889
268,Protoss Dragoon,9902,21251,10653,10653
272,Protoss Nexus,10043,48838,11914,10043
274,Protoss Probe,10092,35395,10393,10393
275,Protoss Probe,10096,48838,10397,10397
277,Protoss Dragoon,10172,26012,10923,10923
278,Protoss Observatory,10222,48838,10743,10222
283,Protoss Pylon,10409,48838,10930,10409
284,Protoss Pylon,10462,16576,10983,10462
285,Protoss Pylon,10480,21661,11001,10480
287,Protoss Probe,10574,36231,10875,10875
290,Protoss Dragoon,10678,20682,11429,11429
291,Protoss Probe,10718,48838,11019,11019
295,Protoss Dragoon,10924,25935,11675,11675
300,Protoss Observer,10986,38852,11587,11587
302,Protoss Gateway,11378,48838,12349,11378
303,Protoss Gateway,11410,48838,12381,11410
304,Protoss Probe,11432,19341,11733,11733
307,Protoss Probe,11480,48838,11781,11781
308,Protoss Dragoon,11516,25849,12267,12267
309,Protoss Observer,11588,48838,12189,12189
314,Protoss Dragoon,11712,28725,12463,12463
315,Protoss Probe,11734,19606,12035,12035
316,Protoss Probe,11782,29264,12083,12083
318,Protoss Gateway,11924,48838,12895,11924
321,Protoss Gateway,12003,48838,12974,12003
323,Protoss Probe,12084,48838,12385,12385
325,Protoss Probe,12226,48838,12527,12527
328,Protoss Dragoon,12290,25970,13041,13041
330,Protoss Probe,12386,48838,12687,12687
332,Protoss Pylon,12434,48838,12955,12434
333,Protoss Dragoon,12506,29452,13257,13257
334,Protoss Dragoon,12544,26210,13295,13295
335,Protoss Probe,12576,16836,12877,12877
339,Protoss Probe,12774,48838,13075,13075
340,Protoss Forge,12846,48838,13517,12846
341,Protoss Probe,12878,16212,13179,13179
343,Protoss Probe,12912,48838,13213,13213
