@relation pvt_747_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

4,Protoss Probe,0,31844,0,0
5,Protoss Probe,0,20335,0,0
6,Protoss Probe,0,4714,0,0
7,Protoss Nexus,0,36185,0,0
47,Protoss Assimilator,14951,26697,15621,14951
65,Protoss Assimilator,13112,36185,13782,13112
76,Protoss Assimilator,2367,36185,3037,2367
124,Protoss Probe,0,10532,0,0
134,Protoss Probe,10,23659,311,311
136,Protoss Probe,380,36185,681,681
138,Protoss Probe,682,9162,983,983
140,Protoss Probe,984,20403,1285,1285
141,Protoss Pylon,1224,36185,1745,1224
143,Protoss Probe,1312,20415,1613,1613
146,Protoss Probe,1745,36185,2046,2046
148,Protoss Gateway,1955,36185,2926,1955
149,Protoss Probe,2066,10414,2367,2367
151,Protoss Probe,2444,36185,2745,2745
153,Protoss Probe,2746,36185,3047,3047
155,Protoss Pylon,2784,36185,3305,2784
156,Protoss Zealot,2966,7463,3567,3567
158,Protoss Probe,3088,31904,3389,3389
160,Protoss Probe,3390,31981,3691,3691
163,Protoss Cybernetics Core,3652,36185,4623,3652
164,Protoss Probe,3738,30775,4039,4039
168,Protoss Probe,4040,23595,4341,4341
169,Protoss Pylon,4228,36185,4749,4228
172,Protoss Probe,4342,32262,4643,4643
174,Protoss Probe,4644,36185,4945,4945
175,Protoss Dragoon,4646,7423,5397,5397
179,Protoss Probe,4946,20340,5247,5247
182,Protoss Probe,5248,20338,5549,5549
185,Protoss Dragoon,5398,11248,6149,6149
187,Protoss Probe,5550,31814,5851,5851
189,Protoss Pylon,5806,36185,6327,5806
191,Protoss Probe,5852,36185,6153,6153
193,Protoss Robotics Facility,5953,36185,7224,5953
196,Protoss Dragoon,6150,11326,6901,6901
197,Protoss Probe,6206,30779,6507,6507
200,Protoss Probe,6508,36185,6809,6809
203,Protoss Nexus,6850,36185,8721,6850
205,Protoss Dragoon,7020,11400,7771,7771
207,Protoss Probe,7124,36185,7425,7425
210,Protoss Probe,7438,31981,7739,7739
214,Protoss Dragoon,7772,11400,8523,8523
218,Protoss Observatory,8003,36185,8524,8003
219,Protoss Probe,8034,36185,8335,8335
223,Protoss Probe,8336,20635,8637,8637
224,Protoss Gateway,8337,36185,9308,8337
228,Protoss Gateway,8453,36185,9424,8453
229,Protoss Dragoon,8524,11326,9275,9275
230,Protoss Observer,8540,12480,9141,9141
231,Protoss Probe,8638,20335,8939,8939
233,Protoss Probe,8732,23273,9033,9033
236,Protoss Probe,8962,20415,9263,9263
237,Protoss Probe,9034,20316,9335,9335
241,Protoss Observer,9198,22885,9799,9799
242,Protoss Probe,9264,23853,9565,9565
243,Protoss Dragoon,9276,18293,10027,10027
244,Protoss Probe,9336,10239,9637,9637
245,Protoss Dragoon,9340,11570,10091,10091
246,Protoss Pylon,9350,36185,9871,9350
255,Protoss Dragoon,9914,16749,10665,10665
256,Protoss Pylon,9926,36185,10447,9926
257,Protoss Probe,9964,10473,10265,10265
258,Protoss Probe,9984,23730,10285,10285
261,Protoss Dragoon,10028,18328,10779,10779
262,Protoss Dragoon,10092,18161,10843,10843
266,Protoss Pylon,10384,36185,10905,10384
267,Protoss Probe,10386,36185,10687,10687
272,Protoss Probe,10802,36185,11103,11103
273,Protoss Nexus,10805,21247,12676,10805
275,Protoss Probe,10812,30779,11113,11113
277,Protoss Dragoon,11006,18242,11757,11757
278,Protoss Pylon,11009,24781,11530,11009
279,Protoss Dragoon,11012,18517,11763,11763
281,Protoss Dragoon,11072,18166,11823,11823
284,Protoss Probe,11104,36185,11405,11405
286,Protoss Probe,11114,31837,11415,11415
290,Protoss Probe,11494,36185,11795,11795
291,Protoss Probe,11500,31534,11801,11801
297,Protoss Dragoon,11758,18317,12509,12509
298,Protoss Dragoon,11764,18475,12515,12515
299,Protoss Forge,11773,21530,12444,11773
300,Protoss Probe,11796,36185,12097,12097
302,Protoss Dragoon,11824,17950,12575,12575
306,Protoss Probe,12098,36185,12399,12399
314,Protoss Observer,12418,16957,13019,13019
315,Protoss Probe,12430,36185,12731,12731
316,Protoss Probe,12448,28318,12749,12749
317,Protoss Gateway,12457,36185,13428,12457
320,Protoss Photon Cannon,12499,20186,13320,12499
323,Protoss Gateway,12653,36185,13624,12653
326,Protoss Probe,12698,20567,12999,12999
327,Protoss Photon Cannon,12703,20491,13524,12703
329,Protoss Dragoon,12764,17873,13515,13515
330,Protoss Dragoon,12768,18256,13519,13519
333,Protoss Dragoon,12882,18400,13633,13633
336,Protoss Probe,12944,36185,13245,13245
337,Protoss Observer,13020,28557,13621,13621
338,Protoss Probe,13020,20371,13321,13321
343,Protoss Probe,13352,36185,13653,13653
344,Protoss Probe,13364,18309,13665,13665
345,Protoss Citadel of Adun,13410,36185,14381,13410
346,Protoss Probe,13484,20261,13785,13785
350,Protoss Dragoon,13664,18126,14415,14415
351,Protoss Dragoon,13668,18136,14419,14419
352,Protoss Dragoon,13674,18367,14425,14425
354,Protoss Dragoon,13694,18103,14445,14445
357,Protoss Dragoon,13816,18026,14567,14567
358,Protoss Pylon,13884,36185,14405,13884
359,Protoss Probe,13912,20260,14213,14213
361,Protoss Probe,14030,30849,14331,14331
364,Protoss Gateway,14146,36185,15117,14146
366,Protoss Gateway,14255,36185,15226,14255
371,Protoss Zealot,14514,17914,15115,15115
372,Protoss Zealot,14520,17978,15121,15121
373,Protoss Zealot,14526,17973,15127,15127
375,Protoss Zealot,14568,17848,15169,15169
377,Protoss Zealot,14592,17878,15193,15193
384,Protoss Pylon,15023,25027,15544,15023
385,Protoss Photon Cannon,15035,20185,15856,15035
386,Protoss Pylon,15060,35062,15581,15060
400,Protoss Pylon,15343,36185,15864,15343
402,Protoss Templar Archives,15411,36185,16382,15411
403,Protoss Stargate,15484,36185,16605,15484
405,Protoss Zealot,15648,18008,16249,16249
406,Protoss Zealot,15654,18125,16255,16255
407,Protoss Zealot,15656,17187,16257,16257
408,Protoss Zealot,15668,17852,16269,16269
409,Protoss Zealot,15670,17848,16271,16271
410,Protoss Zealot,15676,18074,16277,16277
411,Protoss Zealot,15680,17949,16281,16281
416,Protoss Probe,15802,29673,16103,16103
418,Protoss Probe,15844,30701,16145,16145
421,Protoss Pylon,16032,36185,16553,16032
423,Protoss Pylon,16078,36185,16599,16078
426,Protoss Zealot,16256,17869,16857,16857
427,Protoss Zealot,16258,17826,16859,16859
429,Protoss Zealot,16272,17856,16873,16873
431,Protoss Zealot,16278,17789,16879,16879
440,Protoss Pylon,16422,36185,16943,16422
445,Protoss Zealot,16553,17785,17154,17154
446,Protoss Zealot,16632,17747,17233,17233
447,Protoss Zealot,16636,17771,17237,17237
448,Protoss Photon Cannon,16666,30626,17487,16666
451,Protoss Zealot,16880,17862,17481,17481
452,Protoss Zealot,16894,17759,17495,17495
453,Protoss Zealot,16900,17822,17501,17501
454,Protoss Zealot,16924,17906,17525,17525
455,Protoss Observer,16980,18561,17581,17581
473,Protoss Zealot,17234,18681,17835,17835
474,Protoss Zealot,17238,36185,17839,17839
475,Protoss Zealot,17378,18626,17979,17979
477,Protoss Zealot,17482,25707,18083,18083
479,Protoss Zealot,17496,18743,18097,18097
480,Protoss Zealot,17502,25857,18103,18103
483,Protoss Zealot,17526,18591,18127,18127
492,Protoss Observer,17748,36185,18349,18349
493,Protoss Zealot,17836,25786,18437,18437
494,Protoss Zealot,17840,25670,18441,18441
501,Protoss Zealot,18104,25605,18705,18705
503,Protoss Dragoon,18150,20924,18901,18901
504,Protoss Dragoon,18186,20888,18937,18937
505,Protoss Dragoon,18190,20921,18941,18941
506,Protoss Dragoon,18194,20844,18945,18945
509,Protoss Dragoon,18438,29152,19189,19189
510,Protoss Dragoon,18442,20844,19193,19193
511,Protoss Probe,18444,20335,18745,18745
514,Protoss Dragoon,18706,28850,19457,19457
519,Protoss Gateway,18835,36185,19806,18835
523,Protoss Dragoon,18902,26107,19653,19653
524,Protoss Dragoon,18938,21691,19689,19689
525,Protoss Dragoon,18942,26678,19693,19693
526,Protoss Dragoon,18946,26752,19697,19697
529,Protoss Gateway,19005,36185,19976,19005
533,Protoss Dragoon,19190,25324,19941,19941
534,Protoss Dragoon,19194,29057,19945,19945
541,Protoss Gateway,19413,22607,20384,19413
543,Protoss Dragoon,19458,25324,20209,20209
544,Protoss Observer,19532,25788,20133,20133
545,Protoss Arbiter Tribunal,19564,36185,20535,19564
549,Protoss Dragoon,19654,28731,20405,20405
550,Protoss Zealot,19694,25691,20295,20295
551,Protoss Zealot,19698,25653,20299,20299
555,Protoss Zealot,19822,25716,20423,20423
559,Protoss Zealot,19942,25526,20543,20543
560,Protoss Zealot,19946,25786,20547,20547
561,Protoss Zealot,20052,25797,20653,20653
568,Protoss Probe,20154,20559,20455,20455
570,Protoss Zealot,20210,25554,20811,20811
571,Protoss Zealot,20296,25788,20897,20897
573,Protoss Zealot,20300,25820,20901,20901
574,Protoss Zealot,20406,25584,21007,21007
575,Protoss Dark Templar,20412,21341,21163,21163
580,Protoss Zealot,20544,25541,21145,21145
581,Protoss Zealot,20548,25723,21149,21149
589,Protoss Dragoon,20812,29152,21563,21563
590,Protoss Nexus,20828,20841,-1,20828
591,Protoss Nexus,20871,31534,22742,20871
597,Protoss Dragoon,21008,31141,21759,21759
599,Protoss Dark Templar,21164,22070,21915,21915
607,Protoss Dragoon,21406,27514,22157,22157
608,Protoss Arbiter,21452,36095,23853,23853
618,Protoss High Templar,21594,22583,22345,22345
620,Protoss High Templar,21626,23319,22377,22377
621,Protoss High Templar,21630,26131,22381,22381
625,Protoss Zealot,21644,24752,22245,22245
627,Protoss Zealot,21650,25541,22251,22251
628,Protoss Zealot,21656,25780,22257,22257
637,Protoss Zealot,22188,25496,22789,22789
638,Protoss Zealot,22246,25523,22847,22847
639,Protoss Zealot,22252,25698,22853,22853
640,Protoss Zealot,22258,25857,22859,22859
642,Protoss High Templar,22346,25673,23097,23097
643,Protoss Dragoon,22350,26755,23101,23101
644,Protoss Zealot,22378,25815,22979,22979
645,Protoss Zealot,22382,25545,22983,22983
648,Protoss Dragoon,22474,25944,23225,23225
656,Protoss Probe,22778,30702,23079,23079
663,Protoss Dragoon,23136,25631,23887,23887
664,Protoss Dragoon,23140,26678,23891,23891
669,Protoss Probe,23418,32222,23719,23719
671,Protoss Pylon,23475,35160,23996,23475
672,Protoss High Templar,23528,25964,24279,24279
673,Protoss High Templar,23532,28551,24283,24283
674,Protoss Dragoon,23556,25820,24307,24307
678,Protoss Probe,23720,32217,24021,24021
679,Protoss Arbiter,23855,35989,26256,26256
683,Protoss Pylon,23965,36185,24486,23965
684,Protoss Probe,24022,30853,24323,24323
685,Protoss Pylon,24060,36185,24581,24060
697,Protoss Pylon,24561,33263,25082,24561
707,Protoss Dragoon,24666,29152,25417,25417
709,Protoss Dragoon,24672,32342,25423,25423
712,Protoss Dragoon,24678,28850,25429,25429
713,Protoss Dragoon,24684,31978,25435,25435
714,Protoss High Templar,24692,34346,25443,25443
716,Protoss Observer,24936,36185,25537,25537
722,Protoss Nexus,25053,33061,26924,25053
723,Protoss Pylon,25175,34536,25696,25175
730,Protoss Dragoon,25852,32097,26603,26603
731,Protoss Dragoon,25856,33766,26607,26607
732,Protoss Dragoon,25862,31188,26613,26613
733,Protoss Dragoon,25870,31404,26621,26621
734,Protoss Dragoon,25876,29057,26627,26627
736,Protoss Dragoon,25882,30927,26633,26633
742,Protoss Forge,26326,36185,26997,26326
751,Protoss Dragoon,26604,32020,27355,27355
752,Protoss Dragoon,26608,33563,27359,27359
753,Protoss Dragoon,26614,33172,27365,27365
754,Protoss Zealot,26622,31067,27223,27223
755,Protoss High Templar,26622,31151,27373,27373
756,Protoss Dragoon,26628,31736,27379,27379
762,Protoss Probe,26876,34698,27177,27177
763,Protoss Observer,26936,36185,27537,27537
767,Protoss Probe,27086,31914,27387,27387
768,Protoss Probe,27142,31981,27443,27443
771,Protoss Photon Cannon,27162,31787,27983,27162
773,Protoss Probe,27178,32784,27479,27479
775,Protoss Dragoon,27388,31615,28139,28139
777,Protoss Dragoon,27392,31463,28143,28143
778,Protoss High Templar,27400,30268,28151,28151
780,Protoss Zealot,27422,31131,28023,28023
786,Protoss Probe,27514,31977,27815,27815
790,Protoss Probe,27816,36185,28117,28117
792,Protoss Probe,27914,30779,28215,28215
794,Protoss Observer,28050,36185,28651,28651
796,Protoss Probe,28118,31949,28419,28419
807,Protoss Dragoon,28348,31166,29099,29099
808,Protoss Dragoon,28354,31231,29105,29105
809,Protoss Zealot,28362,31142,28963,28963
811,Protoss Zealot,28372,31145,28973,28973
