@relation pvt_319_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

4,Protoss Probe,0,33889,0,0
5,Protoss Probe,0,33849,0,0
12,Protoss Assimilator,2241,41411,2911,2241
25,Protoss Assimilator,13700,31298,14370,13700
65,Protoss Assimilator,31835,36336,32505,31835
113,Protoss Assimilator,23064,41411,23734,23064
136,Protoss Nexus,0,41411,0,0
142,Protoss Probe,0,31512,0,0
159,Protoss Probe,0,28599,0,0
161,Protoss Probe,10,12170,311,311
162,Protoss Probe,382,41411,683,683
164,Protoss Probe,684,11951,985,985
166,Protoss Probe,986,31675,1287,1287
168,Protoss Pylon,1199,41411,1720,1199
169,Protoss Probe,1288,28858,1589,1589
173,Protoss Probe,1720,17245,2021,2021
174,Protoss Gateway,1877,31325,2848,1877
176,Protoss Probe,2022,33822,2323,2323
178,Protoss Probe,2324,28574,2625,2625
180,Protoss Probe,2626,31254,2927,2927
182,Protoss Cybernetics Core,2868,41411,3839,2868
183,Protoss Probe,2928,7779,3229,3229
185,Protoss Probe,3230,31606,3531,3531
187,Protoss Gateway,3392,31720,4363,3392
192,Protoss Pylon,3821,41411,4342,3821
193,Protoss Dragoon,3848,13929,4599,4599
197,Protoss Dragoon,4428,7185,5179,5179
200,Protoss Dragoon,4636,7253,5387,5387
205,Protoss Citadel of Adun,5063,41411,6034,5063
207,Protoss Dragoon,5222,11672,5973,5973
209,Protoss Zealot,5442,6986,6043,6043
211,Protoss Pylon,5670,41411,6191,5670
216,Protoss Probe,6206,41302,6507,6507
217,Protoss Templar Archives,6229,41411,7200,6229
221,Protoss Probe,6508,41411,6809,6809
222,Protoss Dragoon,6662,14377,7413,7413
223,Protoss Dragoon,6666,27272,7417,7417
224,Protoss Probe,6814,11766,7115,7115
230,Protoss Probe,7116,41411,7417,7417
236,Protoss Probe,7418,28743,7719,7719
237,Protoss Dark Templar,7504,10317,8255,8255
238,Protoss Dark Templar,7508,9498,8259,8259
242,Protoss Probe,7724,11886,8025,8025
244,Protoss Pylon,7827,24686,8348,7827
247,Protoss Probe,8026,11685,8327,8327
250,Protoss Probe,8348,12483,8649,8649
255,Protoss Probe,8650,11825,8951,8951
260,Protoss Nexus,8764,31467,10635,8764
263,Protoss Probe,8952,12256,9253,9253
268,Protoss Probe,9254,11879,9555,9555
271,Protoss Nexus,9470,27523,11341,9470
274,Protoss Probe,9556,28704,9857,9857
280,Protoss Robotics Facility,9821,41411,11092,9821
281,Protoss Probe,9866,41378,10167,10167
289,Protoss Probe,10168,10191,-1,-1
294,Protoss Dragoon,10200,14422,10951,10951
295,Protoss Dragoon,10204,13864,10955,10955
298,Protoss Probe,10372,41411,10673,10673
300,Protoss Probe,10674,11917,10975,10975
301,Protoss Probe,10750,11830,11051,11051
305,Protoss Gateway,10936,32335,11907,10936
306,Protoss Pylon,10962,24427,11483,10962
307,Protoss Probe,10976,41411,11277,11277
309,Protoss Probe,11052,33943,11353,11353
310,Protoss Observatory,11139,41411,11660,11139
314,Protoss Gateway,11214,31494,12185,11214
318,Protoss Dragoon,11516,14211,12267,12267
319,Protoss Dragoon,11522,16331,12273,12273
321,Protoss Observer,11668,41411,12269,12269
328,Protoss Probe,12090,33848,12391,12391
329,Protoss Probe,12100,30984,12401,12401
330,Protoss Dragoon,12194,17927,12945,12945
332,Protoss Dragoon,12268,33012,13019,13019
333,Protoss Observer,12270,14453,12871,12871
334,Protoss Dragoon,12274,24822,13025,13025
336,Protoss Probe,12392,41411,12693,12693
338,Protoss Probe,12402,16838,12703,12703
340,Protoss Probe,12590,31792,12891,12891
343,Protoss Probe,12694,28783,12995,12995
345,Protoss Dragoon,12710,28231,13461,13461
346,Protoss Probe,12848,20209,13149,13149
349,Protoss Observer,13014,20362,13615,13615
350,Protoss Probe,13070,28664,13371,13371
351,Protoss Probe,13150,19941,13451,13451
352,Protoss Probe,13200,31763,13501,13501
358,Protoss Probe,13372,28854,13673,13673
359,Protoss Pylon,13398,26158,13919,13398
360,Protoss Probe,13502,33818,13803,13803
363,Protoss Probe,13594,30936,13895,13895
365,Protoss Observer,13616,23392,14217,14217
367,Protoss Probe,13728,17120,14029,14029
368,Protoss Dragoon,13784,24960,14535,14535
369,Protoss Dragoon,13790,17500,14541,14541
370,Protoss Dragoon,13794,17500,14545,14545
371,Protoss Probe,13865,33910,14166,14166
372,Protoss Dragoon,14026,28149,14777,14777
374,Protoss Probe,14090,41378,14391,14391
375,Protoss Probe,14098,30965,14399,14399
377,Protoss Pylon,14377,41411,14898,14377
381,Protoss Probe,14532,28672,14833,14833
382,Protoss Probe,14540,31496,14841,14841
383,Protoss Probe,14566,33988,14867,14867
384,Protoss Citadel of Adun,14773,15665,-1,14773
388,Protoss Probe,14842,41348,15143,15143
389,Protoss Probe,14868,31770,15169,15169
393,Protoss Probe,14918,28778,15219,15219
394,Protoss Gateway,14949,31877,15920,14949
395,Protoss Gateway,14988,33164,15959,14988
399,Protoss Probe,15144,31376,15445,15445
401,Protoss Probe,15170,17234,15471,15471
402,Protoss Probe,15220,41411,15521,15521
405,Protoss Probe,15446,31683,15747,15747
411,Protoss Gateway,15617,41411,16588,15617
416,Protoss Shuttle,15726,27385,16627,16627
417,Protoss High Templar,15750,16834,16501,16501
418,Protoss High Templar,15758,16898,16509,16509
419,Protoss Zealot,15780,19362,16381,16381
421,Protoss High Templar,15808,19491,16559,16559
423,Protoss Probe,15912,33880,16213,16213
424,Protoss Probe,15920,18926,16221,16221
425,Protoss Pylon,15950,27363,16471,15950
427,Protoss Pylon,15968,27063,16489,15968
429,Protoss Forge,16010,26759,16681,16010
432,Protoss Pylon,16192,30983,16713,16192
438,Protoss Pylon,16358,41411,16879,16358
439,Protoss Nexus,16443,41411,18314,16443
456,Protoss Probe,17094,31801,17395,17395
466,Protoss High Templar,17390,27564,18141,18141
467,Protoss High Templar,17396,18754,18147,18147
468,Protoss Probe,17396,31751,17697,17697
469,Protoss Zealot,17404,28133,18005,18005
470,Protoss Zealot,17408,19819,18009,18009
471,Protoss Zealot,17414,25073,18015,18015
472,Protoss Zealot,17420,27493,18021,18021
473,Protoss Zealot,17426,27527,18027,18027
479,Protoss Pylon,17723,31356,18244,17723
492,Protoss Zealot,18006,27390,18607,18607
493,Protoss Dragoon,18010,32812,18761,18761
494,Protoss Zealot,18016,28173,18617,18617
495,Protoss Dragoon,18022,26792,18773,18773
497,Protoss Gateway,18027,31616,18998,18027
498,Protoss Dragoon,18028,24996,18779,18779
499,Protoss Gateway,18088,41411,19059,18088
501,Protoss Zealot,18142,25062,18743,18743
502,Protoss Zealot,18148,28184,18749,18749
510,Protoss Probe,18248,34033,18549,18549
511,Protoss Probe,18260,41411,18561,18561
514,Protoss Probe,18280,31587,18581,18581
517,Protoss Forge,18446,26082,19117,18446
518,Protoss Pylon,18478,28422,18999,18478
519,Protoss Probe,18526,18887,18827,18827
533,Protoss Probe,18828,20883,19129,19129
534,Protoss Dragoon,18940,22015,19691,19691
535,Protoss Dragoon,18944,26713,19695,19695
536,Protoss Dragoon,18946,26971,19697,19697
537,Protoss Dragoon,18952,28149,19703,19703
538,Protoss Dragoon,18956,26618,19707,19707
539,Protoss Dragoon,18960,26566,19711,19711
540,Protoss Dragoon,18964,32967,19715,19715
541,Protoss Observer,18982,22090,19583,19583
543,Protoss Dragoon,19068,25034,19819,19819
545,Protoss Dragoon,19074,28149,19825,19825
546,Protoss Probe,19088,31538,19389,19389
548,Protoss Probe,19130,41411,19431,19431
549,Protoss Pylon,19169,26159,19690,19169
550,Protoss Photon Cannon,19184,41411,20005,19184
553,Protoss Probe,19370,31178,19671,19671
561,Protoss Probe,19432,41411,19733,19733
563,Protoss Probe,19634,33819,19935,19935
