@relation pvt_205_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,36384,0,0
2,Protoss Probe,0,11102,0,0
3,Protoss Probe,0,10825,0,0
4,Protoss Probe,0,25390,0,0
5,Protoss Nexus,0,36384,0,0
68,Protoss Assimilator,2221,3677,2891,2221
70,Protoss Assimilator,11656,36384,12326,11656
88,Protoss Assimilator,2594,36384,3264,2594
128,Protoss Assimilator,29365,36384,30035,29365
154,Protoss Probe,6,21944,307,307
156,Protoss Probe,394,4407,695,695
158,Protoss Probe,696,22827,997,997
160,Protoss Probe,998,22309,1299,1299
162,Protoss Pylon,1156,36384,1677,1156
164,Protoss Probe,1328,22341,1629,1629
167,Protoss Probe,1677,21911,1978,1978
168,Protoss Gateway,1919,36384,2890,1919
170,Protoss Probe,2050,2189,-1,-1
171,Protoss Probe,2314,25447,2615,2615
175,Protoss Probe,2702,22694,3003,3003
177,Protoss Probe,3014,21886,3315,3315
179,Protoss Probe,3316,22630,3617,3617
180,Protoss Cybernetics Core,3470,36384,4441,3470
183,Protoss Probe,3618,22600,3919,3919
187,Protoss Gateway,3893,3955,-1,3893
188,Protoss Probe,3970,22539,4271,4271
189,Protoss Pylon,4054,36384,4575,4054
191,Protoss Probe,4272,11204,4573,4573
195,Protoss Nexus,4872,36384,6743,4872
198,Protoss Dragoon,5094,15523,5845,5845
200,Protoss Probe,5182,6771,5483,5483
204,Protoss Probe,5540,22268,5841,5841
207,Protoss Gateway,5838,36384,6809,5838
209,Protoss Probe,5986,10699,6287,6287
212,Protoss Dragoon,6188,10413,6939,6939
214,Protoss Probe,6288,11714,6589,6589
217,Protoss Probe,6638,36384,6939,6939
221,Protoss Dragoon,6952,10135,7703,7703
222,Protoss Dragoon,6960,10462,7711,7711
224,Protoss Probe,7074,8538,7375,7375
225,Protoss Probe,7078,36384,7379,7379
228,Protoss Pylon,7221,36384,7742,7221
229,Protoss Probe,7376,10903,7677,7677
230,Protoss Probe,7380,36384,7681,7681
234,Protoss Robotics Facility,7607,36384,8878,7607
237,Protoss Dragoon,7862,14679,8613,8613
238,Protoss Dragoon,7870,10819,8621,8621
239,Protoss Probe,7922,10853,8223,8223
240,Protoss Probe,8016,36384,8317,8317
243,Protoss Pylon,8304,36384,8825,8304
244,Protoss Probe,8306,25400,8607,8607
245,Protoss Probe,8318,36384,8619,8619
249,Protoss Dragoon,8686,10215,9437,9437
253,Protoss Gateway,8815,36384,9786,8815
254,Protoss Dragoon,8830,10296,9581,9581
255,Protoss Observatory,8898,36384,9419,8898
256,Protoss Probe,8908,10816,9209,9209
258,Protoss Probe,9150,11050,9451,9451
259,Protoss Probe,9210,36384,9511,9511
263,Protoss Pylon,9391,36384,9912,9391
264,Protoss Observer,9430,32489,10031,10031
266,Protoss Dragoon,9496,10777,10247,10247
269,Protoss Probe,9726,11665,10027,10027
270,Protoss Pylon,9752,36384,10273,9752
271,Protoss Dragoon,9970,11202,10721,10721
273,Protoss Dragoon,9978,14679,10729,10729
274,Protoss Observer,10032,30995,10633,10633
289,Protoss Dragoon,10450,15405,11201,11201
295,Protoss Dragoon,10722,16060,11473,11473
296,Protoss Dragoon,10730,15595,11481,11481
299,Protoss Probe,10834,11626,11135,11135
300,Protoss Probe,10838,36384,11139,11139
306,Protoss Dragoon,11272,15371,12023,12023
307,Protoss Probe,11300,36384,11601,11601
310,Protoss Probe,11306,22916,11607,11607
316,Protoss Dragoon,11574,15634,12325,12325
317,Protoss Probe,11602,25274,11903,11903
318,Protoss Probe,11608,29898,11909,11909
322,Protoss Probe,11904,25416,12205,12205
323,Protoss Probe,11910,22756,12211,12211
325,Protoss Dragoon,12004,15329,12755,12755
326,Protoss Gateway,12051,36384,13022,12051
329,Protoss Probe,12206,20804,12507,12507
330,Protoss Probe,12212,36384,12513,12513
331,Protoss Shuttle,12222,35987,13123,13123
335,Protoss Zealot,12436,14742,13037,13037
336,Protoss Zealot,12440,14614,13041,13041
337,Protoss Pylon,12494,36384,13015,12494
338,Protoss Probe,12556,36384,12857,12857
339,Protoss Probe,12562,21838,12863,12863
341,Protoss Pylon,12748,36384,13269,12748
342,Protoss Zealot,12756,14743,13357,13357
343,Protoss Probe,12858,36384,13159,13159
344,Protoss Probe,12864,22664,13165,13165
346,Protoss Gateway,13037,36384,14008,13037
351,Protoss Observer,13124,33720,13725,13725
354,Protoss Dragoon,13234,14854,13985,13985
355,Protoss Dragoon,13242,15527,13993,13993
356,Protoss Dragoon,13364,16590,14115,14115
358,Protoss Dragoon,13562,15453,14313,14313
361,Protoss Probe,13624,36384,13925,13925
362,Protoss Probe,13628,36384,13929,13929
368,Protoss Dragoon,13986,16313,14737,14737
369,Protoss Dragoon,13994,17053,14745,14745
370,Protoss Dragoon,14022,16809,14773,14773
374,Protoss Probe,14184,36384,14485,14485
375,Protoss Probe,14190,36384,14491,14491
386,Protoss Dragoon,14792,17105,15543,15543
387,Protoss Dragoon,14800,16886,15551,15551
388,Protoss Dragoon,14806,17570,15557,15557
389,Protoss Dragoon,14816,16944,15567,15567
390,Protoss Dragoon,14820,17275,15571,15571
393,Protoss Probe,14892,36384,15193,15193
394,Protoss Probe,14894,36384,15195,15195
404,Protoss Dragoon,15614,17783,16365,16365
405,Protoss Dragoon,15620,17830,16371,16371
406,Protoss Dragoon,15628,17631,16379,16379
409,Protoss Dragoon,15636,17555,16387,16387
410,Protoss Probe,15774,36384,16075,16075
411,Protoss Probe,15776,22726,16077,16077
412,Protoss Dragoon,15818,18082,16569,16569
427,Protoss Dragoon,16480,18528,17231,17231
428,Protoss Dragoon,16488,18585,17239,17239
429,Protoss Dragoon,16496,18477,17247,17247
430,Protoss Dragoon,16504,18496,17255,17255
433,Protoss Probe,16730,36384,17031,17031
434,Protoss Probe,16734,21721,17035,17035
440,Protoss Dragoon,17070,30180,17821,17821
445,Protoss Dragoon,17256,36384,18007,18007
446,Protoss Dragoon,17262,24784,18013,18013
447,Protoss Dragoon,17270,31679,18021,18021
448,Protoss Dragoon,17304,24707,18055,18055
457,Protoss Probe,17730,36384,18031,18031
458,Protoss Probe,17734,36384,18035,18035
462,Protoss Dragoon,17822,36384,18573,18573
467,Protoss Dragoon,18008,27035,18759,18759
468,Protoss Dragoon,18014,36257,18765,18765
469,Protoss Dragoon,18022,36384,18773,18773
470,Protoss Dragoon,18056,22663,18807,18807
473,Protoss Probe,18198,36384,18499,18499
474,Protoss Probe,18202,36384,18503,18503
477,Protoss Citadel of Adun,18392,36384,19363,18392
481,Protoss Dragoon,18574,23223,19325,19325
482,Protoss Probe,18610,36384,18911,18911
483,Protoss Probe,18614,25481,18915,18915
487,Protoss Dragoon,18760,24708,19511,19511
488,Protoss Dragoon,18766,36047,19517,19517
490,Protoss Pylon,18862,36384,19383,18862
491,Protoss Probe,18912,36384,19213,19213
497,Protoss Nexus,19314,36384,21185,19314
498,Protoss Pylon,19367,36384,19888,19367
499,Protoss Dragoon,19383,24780,20134,20134
500,Protoss Dragoon,19383,24633,20134,20134
501,Protoss Dragoon,19383,36384,20134,20134
504,Protoss Zealot,19512,24802,20113,20113
