@relation pvt_280_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,9158,0,0
2,Protoss Probe,0,22901,0,0
3,Protoss Probe,0,27575,0,0
4,Protoss Probe,0,18764,0,0
5,Protoss Nexus,0,27575,0,0
112,Protoss Assimilator,9678,27575,10348,9678
135,Protoss Assimilator,2318,27575,2988,2318
139,Protoss Probe,14,20106,345,345
141,Protoss Probe,404,22897,735,735
144,Protoss Probe,736,12849,1067,1067
146,Protoss Probe,1068,12708,1399,1399
148,Protoss Pylon,1238,27575,1759,1238
150,Protoss Probe,1400,23324,1731,1731
152,Protoss Probe,1759,22871,2090,2090
154,Protoss Gateway,1933,27575,2904,1933
156,Protoss Probe,2091,20274,2422,2422
158,Protoss Probe,2458,12703,2789,2789
161,Protoss Probe,2790,23364,3121,3121
162,Protoss Probe,3122,18288,3453,3453
164,Protoss Cybernetics Core,3152,27575,4123,3152
166,Protoss Pylon,3394,27575,3915,3394
168,Protoss Probe,3454,13175,3785,3785
170,Protoss Probe,3786,12646,4117,4117
173,Protoss Probe,4118,27575,4449,4449
174,Protoss Dragoon,4130,15786,4956,4956
176,Protoss Probe,4450,12819,4781,4781
178,Protoss Pylon,4576,27575,5097,4576
180,Protoss Probe,4782,22570,5113,5113
181,Protoss Dragoon,4957,18589,5783,5783
183,Protoss Probe,5154,12570,5485,5485
189,Protoss Nexus,5720,27575,7591,5720
192,Protoss Dragoon,5926,18037,6752,6752
193,Protoss Probe,5984,27575,6315,6315
195,Protoss Probe,6316,18410,6647,6647
197,Protoss Citadel of Adun,6447,27575,7418,6447
199,Protoss Pylon,6566,26962,7087,6566
203,Protoss Robotics Facility,6836,27575,8107,6836
205,Protoss Dragoon,6968,15979,7794,7794
207,Protoss Gateway,7249,27575,8220,7249
209,Protoss Templar Archives,7478,27575,8449,7478
212,Protoss Probe,7704,12781,8035,8035
213,Protoss Probe,7720,20429,8051,8051
216,Protoss Probe,8062,12980,8393,8393
217,Protoss Probe,8086,27575,8417,8417
219,Protoss Shuttle,8122,18395,9023,9023
224,Protoss Pylon,8374,27575,8895,8374
227,Protoss Dark Templar,8486,14316,9237,9237
228,Protoss Dark Templar,8492,14121,9243,9243
229,Protoss Probe,8594,22846,8925,8925
231,Protoss Probe,8642,20392,8973,8973
232,Protoss Observatory,8758,27575,9279,8758
233,Protoss Pylon,8870,27575,9391,8870
235,Protoss Probe,8946,12756,9277,9277
236,Protoss Probe,8974,22542,9305,9305
238,Protoss Pylon,9110,27575,9631,9110
244,Protoss Probe,9278,27575,9609,9609
245,Protoss Probe,9306,12650,9637,9637
246,Protoss Dragoon,9414,19467,10240,10240
247,Protoss Dragoon,9422,13836,10248,10248
250,Protoss Observer,9450,27575,10051,10051
254,Protoss Probe,9610,20708,9941,9941
255,Protoss Probe,9638,23107,9969,9969
258,Protoss Pylon,9791,27575,10312,9791
261,Protoss Probe,9942,17884,10273,10273
262,Protoss Probe,9970,20651,10301,10301
264,Protoss Pylon,10022,27575,10543,10022
267,Protoss Dragoon,10241,17852,11067,11067
268,Protoss Dragoon,10249,13836,11075,11075
270,Protoss Probe,10324,23567,10655,10655
271,Protoss Probe,10346,16740,10677,10677
274,Protoss Pylon,10542,27575,11063,10542
277,Protoss Probe,10698,12786,11029,11029
278,Protoss Probe,10702,17978,11033,11033
284,Protoss Pylon,11019,27575,11540,11019
285,Protoss Probe,11030,20592,11361,11361
286,Protoss Probe,11036,17914,11367,11367
287,Protoss Dragoon,11068,16283,11894,11894
288,Protoss Dragoon,11076,12799,11902,11902
293,Protoss Gateway,11164,27575,12135,11164
296,Protoss Gateway,11442,27575,12413,11442
300,Protoss Probe,11630,12747,11961,11961
301,Protoss Probe,11632,16740,11963,11963
302,Protoss Observer,11744,18282,12345,12345
310,Protoss Pylon,11883,27575,12404,11883
311,Protoss Dragoon,11895,16036,12721,12721
313,Protoss Dragoon,11903,15979,12729,12729
314,Protoss Pylon,11935,27575,12456,11935
315,Protoss Probe,11964,23527,12295,12295
324,Protoss Dragoon,12148,15862,12974,12974
326,Protoss Pylon,12249,27575,12770,12249
328,Protoss Pylon,12271,27575,12792,12271
331,Protoss Observer,12346,27575,12947,12947
342,Protoss Dragoon,12722,14542,13548,13548
348,Protoss Dragoon,12896,18328,13722,13722
351,Protoss Probe,12976,22933,13307,13307
352,Protoss Probe,12978,18353,13309,13309
353,Protoss Dragoon,13064,14616,13890,13890
357,Protoss Probe,13366,17945,13697,13697
359,Protoss Probe,13398,23053,13729,13729
361,Protoss Observer,13544,27575,14145,14145
365,Protoss Dragoon,13688,18263,14514,14514
366,Protoss Dragoon,13696,16166,14522,14522
368,Protoss Dragoon,13723,15937,14549,14549
373,Protoss Dragoon,13891,15074,14717,14717
374,Protoss Probe,13930,20057,14261,14261
386,Protoss Probe,14262,20117,14593,14593
392,Protoss Gateway,14434,27575,15405,14434
394,Protoss Zealot,14515,15834,15191,15191
395,Protoss Zealot,14523,16240,15199,15199
396,Protoss Zealot,14550,15786,15226,15226
397,Protoss Probe,14594,27575,14925,14925
398,Protoss Probe,14598,20346,14929,14929
400,Protoss Dragoon,14718,18664,15544,15544
405,Protoss Probe,14930,20222,15261,15261
410,Protoss Zealot,15192,16422,15868,15868
411,Protoss Zealot,15200,16394,15876,15876
413,Protoss Zealot,15227,18402,15903,15903
417,Protoss Probe,15398,27575,15729,15729
418,Protoss Probe,15408,20771,15739,15739
423,Protoss Stargate,15535,27575,16656,15535
424,Protoss Zealot,15545,18472,16221,16221
430,Protoss Zealot,15860,18131,16536,16536
431,Protoss Zealot,15869,18178,16545,16545
432,Protoss Zealot,15877,18227,16553,16553
434,Protoss Zealot,15904,18395,16580,16580
447,Protoss Zealot,16222,18395,16898,16898
452,Protoss Probe,16350,27575,16681,16681
453,Protoss Probe,16360,27575,16691,16691
455,Protoss Dragoon,16546,18481,17372,17372
456,Protoss Dragoon,16554,18551,17380,17380
457,Protoss Dragoon,16581,18295,17407,17407
465,Protoss Probe,16772,20043,17103,17103
471,Protoss Dragoon,16899,19220,17725,17725
476,Protoss Zealot,17024,18951,17700,17700
477,Protoss Probe,17054,20332,17385,17385
481,Protoss Arbiter Tribunal,17117,27575,18088,17117
489,Protoss Dragoon,17373,19309,18199,18199
490,Protoss Zealot,17381,19506,18057,18057
492,Protoss Dragoon,17408,19705,18234,18234
497,Protoss Probe,17542,18038,17873,17873
498,Protoss Probe,17560,20280,17891,17891
502,Protoss Dragoon,17726,19809,18552,18552
503,Protoss Dragoon,17734,19618,18560,18560
508,Protoss Gateway,17843,27575,18814,17843
518,Protoss Probe,17950,22886,18281,18281
525,Protoss Dragoon,18058,19381,18884,18884
533,Protoss Dragoon,18444,19882,19270,19270
534,Protoss Dragoon,18452,19884,19278,19278
537,Protoss Probe,18494,18983,18825,18825
539,Protoss Dragoon,18553,19881,19379,19379
540,Protoss Dragoon,18561,20039,19387,19387
542,Protoss Probe,18662,27575,18993,18993
547,Protoss Probe,18826,20137,19157,19157
550,Protoss Dragoon,18885,20046,19711,19711
555,Protoss Zealot,19084,20459,19760,19760
557,Protoss Arbiter,19126,27575,21527,21527
559,Protoss Probe,19158,20098,19489,19489
562,Protoss Gateway,19264,27575,20235,19264
564,Protoss Dragoon,19388,27464,20214,20214
567,Protoss Nexus,19535,27575,21406,19535
569,Protoss Zealot,19658,21464,20334,20334
570,Protoss Zealot,19670,21253,20346,20346
571,Protoss Zealot,19676,20635,20352,20352
574,Protoss Zealot,19761,21510,20437,20437
582,Protoss Probe,19900,23391,20231,20231
592,Protoss Dragoon,20240,27532,21066,21066
594,Protoss Dragoon,20310,27575,21136,21136
