@relation pvt_735_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,33166,0,0
2,Protoss Probe,0,41197,0,0
3,Protoss Probe,0,41197,0,0
4,Protoss Probe,0,39596,0,0
5,Protoss Nexus,0,41197,0,0
27,Protoss Assimilator,2348,41197,3018,2348
37,Protoss Assimilator,10617,41197,11287,10617
62,Protoss Assimilator,27578,41197,28248,27578
128,Protoss Assimilator,15739,16115,-1,15739
155,Protoss Probe,26,41197,327,327
156,Protoss Probe,358,7890,659,659
158,Protoss Probe,660,33640,961,961
160,Protoss Probe,962,41197,1263,1263
162,Protoss Pylon,1169,41197,1690,1169
164,Protoss Probe,1286,41197,1587,1587
167,Protoss Probe,1690,40470,1991,1991
168,Protoss Gateway,1796,41197,2767,1796
170,Protoss Probe,1992,23805,2293,2293
173,Protoss Probe,2294,41197,2595,2595
175,Protoss Probe,2596,23731,2897,2897
176,Protoss Cybernetics Core,2825,41197,3796,2825
178,Protoss Probe,2898,23822,3199,3199
180,Protoss Probe,3200,23910,3501,3501
182,Protoss Pylon,3302,41197,3823,3302
184,Protoss Probe,3502,41197,3803,3803
187,Protoss Probe,3804,33164,4105,4105
188,Protoss Dragoon,3830,14616,4581,4581
191,Protoss Probe,4106,24822,4407,4407
194,Protoss Probe,4408,21640,4709,4709
195,Protoss Dragoon,4582,15672,5333,5333
197,Protoss Pylon,4605,41197,5126,4605
199,Protoss Probe,4710,25101,5011,5011
200,Protoss Pylon,4828,22740,5349,4828
203,Protoss Probe,5012,33316,5313,5313
204,Protoss Probe,5314,40408,5615,5615
206,Protoss Robotics Facility,5444,41197,6715,5444
207,Protoss Citadel of Adun,5559,41197,6530,5559
209,Protoss Probe,5616,41197,5917,5917
210,Protoss Dragoon,5676,15119,6427,6427
212,Protoss Probe,5918,33187,6219,6219
213,Protoss Gateway,6049,41197,7020,6049
214,Protoss Probe,6220,41197,6521,6521
217,Protoss Probe,6522,6801,-1,-1
219,Protoss Templar Archives,6570,41197,7541,6570
221,Protoss Shuttle,6750,15711,7651,7651
222,Protoss Robotics Support Bay,6839,41197,7360,6839
225,Protoss Probe,7078,22006,7379,7379
226,Protoss Pylon,7093,41197,7614,7093
229,Protoss Probe,7380,41197,7681,7681
