@relation pvt_192_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Probe,0,22915,0,0
2,Protoss Probe,0,22915,0,0
3,Protoss Probe,0,22915,0,0
4,Protoss Probe,0,6190,0,0
5,Protoss Nexus,0,22915,0,0
95,Protoss Assimilator,16913,22915,17583,16913
121,Protoss Assimilator,12167,22915,12837,12167
122,Protoss Assimilator,18127,22915,18797,18127
124,Protoss Assimilator,3404,22915,4074,3404
133,Protoss Probe,12,22915,313,313
134,Protoss Probe,376,22915,677,677
136,Protoss Probe,678,22915,979,979
138,Protoss Probe,980,22915,1281,1281
140,Protoss Pylon,1167,22915,1688,1167
141,Protoss Probe,1282,22915,1583,1583
145,Protoss Probe,1688,22915,1989,1989
147,Protoss Probe,1990,4805,2291,2291
149,Protoss Probe,2292,22915,2593,2593
151,Protoss Nexus,2582,22915,4453,2582
152,Protoss Probe,2666,6221,2967,2967
154,Protoss Gateway,2984,22915,3955,2984
155,Protoss Probe,3054,22915,3355,3355
159,Protoss Probe,3356,22915,3657,3657
164,Protoss Cybernetics Core,3984,22915,4955,3984
165,Protoss Gateway,4072,22915,5043,4072
167,Protoss Zealot,4184,6316,4785,4785
170,Protoss Probe,4542,22915,4843,4843
171,Protoss Probe,4554,22915,4855,4855
177,Protoss Dragoon,5050,19713,5801,5801
178,Protoss Dragoon,5058,20313,5809,5809
179,Protoss Probe,5084,22915,5385,5385
180,Protoss Probe,5120,6846,5421,5421
182,Protoss Pylon,5315,22915,5836,5315
183,Protoss Probe,5426,22915,5727,5727
184,Protoss Probe,5448,22915,5749,5749
188,Protoss Dragoon,6076,22714,6827,6827
189,Protoss Dragoon,6082,22915,6833,6833
193,Protoss Probe,6344,8086,6645,6645
194,Protoss Probe,6362,22915,6663,6663
196,Protoss Probe,6900,22915,7201,7201
200,Protoss Probe,7204,22915,7505,7505
201,Protoss Probe,7216,22915,7517,7517
202,Protoss Dragoon,7372,11621,8123,8123
203,Protoss Dragoon,7380,22915,8131,8131
205,Protoss Pylon,7576,22915,8097,7576
208,Protoss Pylon,7789,22915,8310,7789
210,Protoss Pylon,8066,22915,8587,8066
211,Protoss Probe,8096,22915,8397,8397
213,Protoss Probe,8130,22915,8431,8431
215,Protoss Dragoon,8236,19789,8987,8987
216,Protoss Dragoon,8244,20011,8995,8995
219,Protoss Probe,8398,22915,8699,8699
220,Protoss Probe,8432,22915,8733,8733
226,Protoss Probe,8744,22915,9045,9045
227,Protoss Probe,8800,22915,9101,9101
228,Protoss Robotics Facility,8815,22915,10086,8815
231,Protoss Zealot,8988,10757,9589,9589
232,Protoss Zealot,8996,11570,9597,9597
234,Protoss Probe,9046,22915,9347,9347
235,Protoss Probe,9102,22915,9403,9403
237,Protoss Probe,9348,22915,9649,9649
238,Protoss Probe,9404,22915,9705,9705
239,Protoss Pylon,9427,22915,9948,9427
241,Protoss Probe,9650,22915,9951,9951
242,Protoss Probe,9706,22915,10007,10007
245,Protoss Gateway,9935,22915,10906,9935
246,Protoss Probe,9952,22915,10253,10253
247,Protoss Gateway,10140,22915,11111,10140
249,Protoss Observatory,10204,22915,10725,10204
250,Protoss Probe,10254,22915,10555,10555
251,Protoss Probe,10256,22915,10557,10557
253,Protoss Zealot,10308,20100,10909,10909
254,Protoss Zealot,10312,19883,10913,10913
255,Protoss Pylon,10322,22915,10843,10322
256,Protoss Pylon,10389,22915,10910,10389
258,Protoss Pylon,10497,22915,11018,10497
262,Protoss Probe,10874,22915,11175,11175
263,Protoss Observer,10896,22915,11497,11497
264,Protoss Nexus,11034,22915,12905,11034
265,Protoss Probe,11074,22915,11375,11375
269,Protoss Probe,11176,22915,11477,11477
270,Protoss Dragoon,11370,20177,12121,12121
271,Protoss Dragoon,11372,22246,12123,12123
272,Protoss Dragoon,11376,22398,12127,12127
274,Protoss Dragoon,11452,20254,12203,12203
275,Protoss Probe,11478,22915,11779,11779
276,Protoss Observer,11498,18237,12099,12099
281,Protoss Probe,11816,22915,12117,12117
282,Protoss Probe,11832,22915,12133,12133
283,Protoss Pylon,11852,22915,12373,11852
286,Protoss Pylon,12073,22915,12594,12073
287,Protoss Probe,12118,22915,12419,12419
288,Protoss Probe,12134,22915,12435,12435
289,Protoss Citadel of Adun,12159,22915,13130,12159
291,Protoss Pylon,12274,22915,12795,12274
293,Protoss Shuttle,12322,21890,13223,13223
295,Protoss Probe,12426,22915,12727,12727
296,Protoss Probe,12438,22915,12739,12739
299,Protoss Pylon,12530,22915,13051,12530
303,Protoss Dragoon,13032,21793,13783,13783
304,Protoss Dragoon,13036,20338,13787,13787
305,Protoss Dragoon,13038,21860,13789,13789
306,Protoss Probe,13074,22915,13375,13375
307,Protoss Probe,13084,22915,13385,13385
308,Protoss Probe,13174,22915,13475,13475
309,Protoss Dragoon,13224,22915,13975,13975
314,Protoss Observer,13386,19669,13987,13987
316,Protoss Templar Archives,13510,22915,14481,13510
317,Protoss Probe,13568,22915,13869,13869
318,Protoss Probe,13580,22915,13881,13881
322,Protoss Probe,13620,22915,13921,13921
323,Protoss Stargate,13690,22915,14811,13690
324,Protoss Gateway,13757,22915,14728,13757
325,Protoss Gateway,13782,22915,14753,13782
326,Protoss Gateway,13915,22915,14886,13915
327,Protoss Observer,13988,22915,14589,14589
333,Protoss Gateway,14026,22915,14997,14026
334,Protoss Gateway,14068,22915,15039,14068
335,Protoss Zealot,14242,19749,14843,14843
336,Protoss Zealot,14258,19765,14859,14859
339,Protoss Probe,14430,22915,14731,14731
341,Protoss Pylon,14523,22915,15044,14523
342,Protoss Forge,14587,22915,15258,14587
343,Protoss Observer,14590,19819,15191,15191
345,Protoss Pylon,14608,22915,15129,14608
348,Protoss Probe,14622,22915,14923,14923
349,Protoss Probe,14668,22915,14969,14969
351,Protoss Probe,14732,22915,15033,15033
353,Protoss Pylon,14829,22915,15350,14829
354,Protoss Dragoon,14898,22915,15649,15649
355,Protoss Dragoon,14902,19637,15653,15653
356,Protoss Dragoon,14906,22749,15657,15657
357,Protoss Dragoon,14920,20177,15671,15671
