@relation pvt_505_lifetimes

@attribute "unit_id" integer
@attribute "type" string
@attribute "gained" integer
@attribute "lost" integer
@attribute "completed" integer
@attribute "observable" integer

@data

1,Protoss Nexus,0,30445,0,0
65,Protoss Assimilator,2234,3832,2904,2234
72,Protoss Probe,0,23009,0,0
79,Protoss Probe,0,11714,0,0
96,Protoss Assimilator,3387,30445,4057,3387
132,Protoss Probe,0,19149,0,0
150,Protoss Probe,0,22593,0,0
154,Protoss Probe,10,11685,311,311
156,Protoss Probe,374,30445,675,675
158,Protoss Probe,676,4214,977,977
160,Protoss Probe,978,11505,1279,1279
162,Protoss Pylon,1148,30445,1669,1148
163,Protoss Probe,1280,30445,1581,1581
167,Protoss Probe,1669,11586,1970,1970
168,Protoss Gateway,1948,30445,2919,1948
172,Protoss Probe,2302,30445,2603,2603
174,Protoss Probe,2604,11720,2905,2905
176,Protoss Pylon,2806,4416,3327,2806
177,Protoss Probe,2906,11600,3207,3207
178,Protoss Zealot,2962,9146,3563,3563
180,Protoss Probe,3208,22896,3509,3509
183,Protoss Probe,3592,30445,3893,3893
188,Protoss Probe,3894,12358,4195,4195
189,Protoss Cybernetics Core,4103,30445,5074,4103
190,Protoss Pylon,4170,30445,4691,4170
192,Protoss Probe,4298,8148,4599,4599
196,Protoss Probe,4724,11690,5025,5025
198,Protoss Probe,5026,10037,5327,5327
200,Protoss Dragoon,5088,10243,5839,5839
204,Protoss Probe,5328,11596,5629,5629
205,Protoss Pylon,5351,30445,5872,5351
207,Protoss Probe,5630,11633,5931,5931
209,Protoss Dragoon,5872,10474,6623,6623
211,Protoss Probe,5932,19087,6233,6233
214,Protoss Probe,6234,11654,6535,6535
218,Protoss Probe,6536,19211,6837,6837
219,Protoss Robotics Facility,6600,30445,7871,6600
220,Protoss Dragoon,6626,10038,7377,7377
221,Protoss Pylon,6714,30445,7235,6714
223,Protoss Probe,6838,12419,7139,7139
226,Protoss Probe,7140,30445,7441,7441
228,Protoss Dragoon,7378,10382,8129,8129
230,Protoss Probe,7442,22822,7743,7743
231,Protoss Pylon,7646,30445,8167,7646
233,Protoss Probe,7744,19273,8045,8045
237,Protoss Shuttle,7916,13241,8817,8817
238,Protoss Robotics Support Bay,7940,30445,8461,7940
241,Protoss Probe,8046,11750,8347,8347
242,Protoss Dragoon,8268,10481,9019,9019
244,Protoss Probe,8348,11656,8649,8649
245,Protoss Pylon,8388,10193,8909,8388
248,Protoss Probe,8650,22669,8951,8951
251,Protoss Reaver,8926,11747,9977,9977
252,Protoss Probe,8952,22746,9253,9253
257,Protoss Dragoon,9218,11757,9969,9969
258,Protoss Pylon,9343,30445,9864,9343
260,Protoss Probe,9388,11424,9689,9689
261,Protoss Gateway,9512,30445,10483,9512
268,Protoss Reaver,9978,13068,11029,11029
277,Protoss Scarab,10632,10651,10632,10632
279,Protoss Scarab,10558,10627,10558,10558
280,Protoss Dragoon,10504,12335,11255,11255
281,Protoss Dragoon,10510,11490,11261,11261
282,Protoss Scarab,11700,11721,11700,11700
283,Protoss Scarab,10765,10802,10765,10765
285,Protoss Scarab,11631,11649,11631,11631
290,Protoss Probe,10978,11482,11279,11279
293,Protoss Gateway,11058,30445,12029,11058
294,Protoss Scarab,12494,12514,12494,12494
298,Protoss Scarab,12369,12397,12369,12369
299,Protoss Observatory,11216,30445,11737,11216
300,Protoss Dragoon,11256,19913,12007,12007
301,Protoss Dragoon,11262,18959,12013,12013
302,Protoss Scarab,11720,11765,11720,11720
304,Protoss Probe,11280,11757,11581,11581
310,Protoss Scarab,11648,11681,11648,11648
314,Protoss Probe,11582,11945,11883,11883
316,Protoss Scarab,11783,11861,11783,11783
318,Protoss Scarab,11938,11967,11938,11938
319,Protoss Scarab,12263,12354,12263,12263
321,Protoss Scarab,12130,12144,12130,12130
322,Protoss Dragoon,12008,18959,12759,12759
